day,method,case,t_idx,load_kw
2023-07-02,GMM,EV,94,6.6
2023-07-02,GMM,EV,95,0.0
2023-07-02,GMM,EV,96,0.0
2023-07-02,GMM,Charger,1,0.0
2023-07-02,GMM,Charger,2,0.0
2023-07-02,GMM,Charger,3,6.6
2023-07-02,GMM,Charger,4,13.2
2023-07-02,GMM,Charger,5,13.2
2023-07-02,GMM,Charger,6,13.2
2023-07-02,GMM,Charger,7,13.2
2023-07-02,GMM,Charger,8,13.2
2023-07-02,GMM,Charger,9,13.2
2023-07-02,GMM,Charger,10,13.2
2023-07-02,GMM,Charger,11,13.2
2023-07-02,GMM,Charger,12,13.2
2023-07-02,GMM,Charger,13,13.2
2023-07-02,GMM,Charger,14,13.2
2023-07-02,GMM,Charger,15,13.2
2023-07-02,GMM,Charger,16,13.2
2023-07-02,GMM,Charger,17,13.2
2023-07-02,GMM,Charger,18,13.2
2023-07-02,GMM,Charger,19,13.2
2023-07-02,GMM,Charger,20,9.14
2023-07-02,GMM,Charger,21,10.562734
2023-07-02,GMM,Charger,22,6.6
2023-07-02,GMM,Charger,23,9.1306331
2023-07-02,GMM,Charger,24,6.6
2023-07-02,GMM,Charger,25,21.954869
2023-07-02,GMM,Charger,26,33.0
2023-07-02,GMM,Charger,27,33.0
2023-07-02,GMM,Charger,28,39.6
2023-07-02,GMM,Charger,29,42.531233
2023-07-02,GMM,Charger,30,38.355287
2023-07-02,GMM,Charger,31,44.105392
2023-07-02,GMM,Charger,32,44.105392
2023-07-02,GMM,Charger,33,44.441496
2023-07-02,GMM,Charger,34,50.133894
2023-07-02,GMM,Charger,35,50.133894
2023-07-02,GMM,Charger,36,51.454048
2023-07-02,GMM,Charger,37,53.567762
2023-07-02,GMM,Charger,38,58.023834
2023-07-02,GMM,Charger,39,58.023834
2023-07-02,GMM,Charger,40,58.023834
2023-07-02,GMM,Charger,41,58.023834
2023-07-02,GMM,Charger,42,58.023834
2023-07-02,GMM,Charger,43,58.023834
2023-07-02,GMM,Charger,44,58.023834
2023-07-02,GMM,Charger,45,58.023834
2023-07-02,GMM,Charger,46,58.023834
2023-07-02,GMM,Charger,47,58.023834
2023-07-02,GMM,Charger,48,58.023834
2023-07-02,GMM,Charger,49,58.023834
2023-07-02,GMM,Charger,50,60.25442
2023-07-02,GMM,Charger,51,60.25442
2023-07-02,GMM,Charger,52,60.25442
2023-07-02,GMM,Charger,53,60.25442
2023-07-02,GMM,Charger,54,60.25442
2023-07-02,GMM,Charger,55,47.523276
2023-07-02,GMM,Charger,56,60.25442
2023-07-02,GMM,Charger,57,60.25442
2023-07-02,GMM,Charger,58,60.25442
2023-07-02,GMM,Charger,59,60.25442
2023-07-02,GMM,Charger,60,60.25442
2023-07-02,GMM,Charger,61,60.25442
2023-07-02,GMM,Charger,62,60.25442
2023-07-02,GMM,Charger,63,60.25442
2023-07-02,GMM,Charger,64,60.25442
2023-07-02,GMM,Charger,65,26.540752
2023-07-02,GMM,Charger,66,24.359132
2023-07-02,GMM,Charger,67,26.540752
2023-07-02,GMM,Charger,68,26.540752
2023-07-02,GMM,Charger,69,25.936
2023-07-02,GMM,Charger,70,32.023688
2023-07-02,GMM,Charger,71,32.023688
2023-07-02,GMM,Charger,72,32.023688
2023-07-02,GMM,Charger,73,32.023688
2023-07-02,GMM,Charger,74,32.023688
2023-07-02,GMM,Charger,75,32.023688
2023-07-02,GMM,Charger,76,32.023688
2023-07-02,GMM,Charger,77,33.0
2023-07-02,GMM,Charger,78,24.4
2023-07-02,GMM,Charger,79,33.0
2023-07-02,GMM,Charger,80,33.0
2023-07-02,GMM,Charger,81,27.864
2023-07-02,GMM,Charger,82,19.8
2023-07-02,GMM,Charger,83,13.2
2023-07-02,GMM,Charger,84,13.2
2023-07-02,GMM,Charger,85,26.4
2023-07-02,GMM,Charger,86,26.547858
2023-07-02,GMM,Charger,87,26.4
2023-07-02,GMM,Charger,88,13.2
2023-07-02,GMM,Charger,89,13.2
2023-07-02,GMM,Charger,90,13.2
2023-07-02,GMM,Charger,91,13.2
2023-07-02,GMM,Charger,92,6.6
2023-07-02,GMM,Charger,93,5.304
2023-07-02,GMM,Charger,94,6.6
2023-07-02,GMM,Charger,95,0.0
2023-07-02,GMM,Charger,96,0.0
2023-07-02,LSTM,EV,1,0.0
2023-07-02,LSTM,EV,2,0.0
2023-07-02,LSTM,EV,3,6.6
2023-07-02,LSTM,EV,4,13.2
2023-07-02,LSTM,EV,5,6.6
2023-07-02,LSTM,EV,6,13.2
2023-07-02,LSTM,EV,7,12.836
2023-07-02,LSTM,EV,8,6.6
2023-07-02,LSTM,EV,9,6.6
2023-07-02,LSTM,EV,10,6.6
2023-07-02,LSTM,EV,11,6.6
2023-07-02,LSTM,EV,12,13.2
2023-07-02,LSTM,EV,13,9.14
2023-07-02,LSTM,EV,14,6.6
2023-07-02,LSTM,EV,15,6.6
2023-07-02,LSTM,EV,16,13.2
2023-07-02,LSTM,EV,17,13.2
2023-07-02,LSTM,EV,18,13.2
2023-07-02,LSTM,EV,19,13.2
2023-07-02,LSTM,EV,20,13.2
2023-07-02,LSTM,EV,21,6.6
2023-07-02,LSTM,EV,22,13.2
2023-07-02,LSTM,EV,23,13.2
2023-07-02,LSTM,EV,24,11.689918
2023-07-02,LSTM,EV,25,18.086207
2023-07-02,LSTM,EV,26,19.00313
2023-07-02,LSTM,EV,27,19.00313
2023-07-02,LSTM,EV,28,19.296103
2023-07-02,LSTM,EV,29,20.777214
2023-07-02,LSTM,EV,30,20.777214
2023-07-02,LSTM,EV,31,26.709802
2023-07-02,LSTM,EV,32,27.191984
2023-07-02,LSTM,EV,33,30.168674
2023-07-02,LSTM,EV,34,35.313706
2023-07-02,LSTM,EV,35,35.313706
2023-07-02,LSTM,EV,36,35.999787
2023-07-02,LSTM,EV,37,37.23664
2023-07-02,LSTM,EV,38,42.457973
2023-07-02,LSTM,EV,39,42.482526
2023-07-02,LSTM,EV,40,42.482526
2023-07-02,LSTM,EV,41,44.41792
2023-07-02,LSTM,EV,42,49.407839
2023-07-02,LSTM,EV,43,52.561759
2023-07-02,LSTM,EV,44,52.645864
2023-07-02,LSTM,EV,45,61.488987
2023-07-02,LSTM,EV,46,63.038155
2023-07-02,LSTM,EV,47,63.038155
2023-07-02,LSTM,EV,48,66.720155
2023-07-02,LSTM,EV,49,66.720155
2023-07-02,LSTM,EV,50,66.720155
2023-07-02,LSTM,EV,51,66.720155
2023-07-02,LSTM,EV,52,66.720155
2023-07-02,LSTM,EV,53,66.720155
2023-07-02,LSTM,EV,54,66.720155
2023-07-02,LSTM,EV,55,66.720155
2023-07-02,LSTM,EV,56,66.720155
2023-07-02,LSTM,EV,57,73.532438
2023-07-02,LSTM,EV,58,73.532438
2023-07-02,LSTM,EV,59,73.532438
2023-07-02,LSTM,EV,60,73.532438
2023-07-02,LSTM,EV,61,73.532438
2023-07-02,LSTM,EV,62,73.532438
2023-07-02,LSTM,EV,63,73.532438
2023-07-02,LSTM,EV,64,73.532438
2023-07-02,LSTM,EV,65,46.854495
2023-07-02,LSTM,EV,66,49.646999
2023-07-02,LSTM,EV,67,49.646999
2023-07-02,LSTM,EV,68,58.208332
2023-07-02,LSTM,EV,69,58.208332
2023-07-02,LSTM,EV,70,67.456331
2023-07-02,LSTM,EV,71,59.4
2023-07-02,LSTM,EV,72,59.161781
2023-07-02,LSTM,EV,73,58.644
2023-07-02,LSTM,EV,74,48.452
2023-07-02,LSTM,EV,75,33.0
2023-07-02,LSTM,EV,76,50.97091
2023-07-02,LSTM,EV,77,52.8
2023-07-02,LSTM,EV,78,31.0
2023-07-02,LSTM,EV,79,38.664
2023-07-02,LSTM,EV,80,39.6
2023-07-02,LSTM,EV,81,26.4
2023-07-02,LSTM,EV,82,19.8
2023-07-02,LSTM,EV,83,19.8
2023-07-02,LSTM,EV,84,19.064
2023-07-02,LSTM,EV,85,47.392
2023-07-02,LSTM,EV,86,39.6
2023-07-02,LSTM,EV,87,43.752
2023-07-02,LSTM,EV,88,26.4
2023-07-02,LSTM,EV,89,17.376
2023-07-02,LSTM,EV,90,19.8
2023-07-02,LSTM,EV,91,13.2
2023-07-02,LSTM,EV,92,13.2
2023-07-02,LSTM,EV,93,5.304
2023-07-02,LSTM,EV,94,6.6
2023-07-02,LSTM,EV,95,0.0
2023-07-02,LSTM,EV,96,0.0
2023-07-02,LSTM,Charger,1,0.0
2023-07-02,LSTM,Charger,2,0.0
2023-07-02,LSTM,Charger,3,6.6
2023-07-02,LSTM,Charger,4,6.6
2023-07-02,LSTM,Charger,5,6.1615511
2023-07-02,LSTM,Charger,6,13.2
2023-07-02,LSTM,Charger,7,13.2
2023-07-02,LSTM,Charger,8,13.2
2023-07-02,LSTM,Charger,9,13.2
2023-07-02,LSTM,Charger,10,13.2
2023-07-02,LSTM,Charger,11,6.6
2023-07-02,LSTM,Charger,12,9.14
2023-07-02,LSTM,Charger,13,13.2
2023-07-02,LSTM,Charger,14,6.6
2023-07-02,LSTM,Charger,15,13.2
2023-07-02,LSTM,Charger,16,13.2
2023-07-02,LSTM,Charger,17,13.2
2023-07-02,LSTM,Charger,18,13.2
2023-07-02,LSTM,Charger,19,6.6
2023-07-02,LSTM,Charger,20,13.2
2023-07-02,LSTM,Charger,21,15.449103
2023-07-02,LSTM,Charger,22,13.2
2023-07-02,LSTM,Charger,23,15.449103
2023-07-02,LSTM,Charger,24,15.449103
2023-07-02,LSTM,Charger,25,17.386634
2023-07-02,LSTM,Charger,26,18.303557
2023-07-02,LSTM,Charger,27,18.303557
2023-07-02,LSTM,Charger,28,18.59653
2023-07-02,LSTM,Charger,29,20.077641
2023-07-02,LSTM,Charger,30,20.077641
2023-07-02,LSTM,Charger,31,26.010229
2023-07-02,LSTM,Charger,32,26.492411
2023-07-02,LSTM,Charger,33,29.4691
2023-07-02,LSTM,Charger,34,34.614132
2023-07-02,LSTM,Charger,35,34.614132
2023-07-02,LSTM,Charger,36,35.300213
2023-07-02,LSTM,Charger,37,36.537066
2023-07-02,LSTM,Charger,38,41.758399
2023-07-02,LSTM,Charger,39,41.758399
2023-07-02,LSTM,Charger,40,41.758399
2023-07-02,LSTM,Charger,41,43.093393
2023-07-02,LSTM,Charger,42,46.6208
2023-07-02,LSTM,Charger,43,51.789269
2023-07-02,LSTM,Charger,44,51.789269
2023-07-02,LSTM,Charger,45,56.383893
2023-07-02,LSTM,Charger,46,57.648775
2023-07-02,LSTM,Charger,47,57.648775
2023-07-02,LSTM,Charger,48,57.648775
2023-07-02,LSTM,Charger,49,57.648775
2023-07-02,LSTM,Charger,50,59.588059
2023-07-02,LSTM,Charger,51,59.588059
2023-07-02,LSTM,Charger,52,59.588059
2023-07-02,LSTM,Charger,53,59.588059
2023-07-02,LSTM,Charger,54,59.588059
2023-07-02,LSTM,Charger,55,59.588059
2023-07-02,LSTM,Charger,56,59.588059
2023-07-02,LSTM,Charger,57,59.588059
2023-07-02,LSTM,Charger,58,59.588059
2023-07-02,LSTM,Charger,59,59.588059
2023-07-02,LSTM,Charger,60,59.588059
2023-07-02,LSTM,Charger,61,59.588059
2023-07-02,LSTM,Charger,62,59.588059
2023-07-02,LSTM,Charger,63,59.588059
2023-07-02,LSTM,Charger,64,59.588059
2023-07-02,LSTM,Charger,65,37.506373
2023-07-02,LSTM,Charger,66,37.506373
2023-07-02,LSTM,Charger,67,37.506373
2023-07-02,LSTM,Charger,68,45.283173
2023-07-02,LSTM,Charger,69,45.283173
2023-07-02,LSTM,Charger,70,54.256506
2023-07-02,LSTM,Charger,71,54.256506
2023-07-02,LSTM,Charger,72,54.256506
2023-07-02,LSTM,Charger,73,48.676
2023-07-02,LSTM,Charger,74,45.444
2023-07-02,LSTM,Charger,75,39.6
2023-07-02,LSTM,Charger,76,33.0
2023-07-02,LSTM,Charger,77,33.0
2023-07-02,LSTM,Charger,78,24.4
2023-07-02,LSTM,Charger,79,33.0
2023-07-02,LSTM,Charger,80,26.4
2023-07-02,LSTM,Charger,81,26.4
2023-07-02,LSTM,Charger,82,19.8
2023-07-02,LSTM,Charger,83,13.2
2023-07-02,LSTM,Charger,84,13.2
2023-07-02,LSTM,Charger,85,37.603688
2023-07-02,LSTM,Charger,86,27.864
2023-07-02,LSTM,Charger,87,33.0
2023-07-02,LSTM,Charger,88,13.2
2023-07-02,LSTM,Charger,89,13.2
2023-07-02,LSTM,Charger,90,13.2
2023-07-02,LSTM,Charger,91,13.2
2023-07-02,LSTM,Charger,92,6.6
2023-07-02,LSTM,Charger,93,5.304
2023-07-02,LSTM,Charger,94,6.6
2023-07-02,LSTM,Charger,95,0.0
2023-07-02,LSTM,Charger,96,0.0
2023-07-02,TCN,EV,1,0.0
2023-07-02,TCN,EV,2,0.0
2023-07-02,TCN,EV,3,6.6
2023-07-02,TCN,EV,4,13.2
2023-07-02,TCN,EV,5,13.2
2023-07-02,TCN,EV,6,13.2
2023-07-02,TCN,EV,7,13.2
2023-07-02,TCN,EV,8,9.14
2023-07-02,TCN,EV,9,13.2
2023-07-02,TCN,EV,10,6.6
2023-07-02,TCN,EV,11,13.2
2023-07-02,TCN,EV,12,13.2
2023-07-02,TCN,EV,13,12.836
2023-07-02,TCN,EV,14,13.2
2023-07-02,TCN,EV,15,13.2
2023-07-02,TCN,EV,16,13.2
2023-07-02,TCN,EV,17,13.2
2023-07-02,TCN,EV,18,13.2
2023-07-02,TCN,EV,19,13.2
2023-07-02,TCN,EV,20,13.2
2023-07-02,TCN,EV,21,13.2
2023-07-02,TCN,EV,22,6.6
2023-07-02,TCN,EV,23,6.6
2023-07-02,TCN,EV,24,13.2
2023-07-02,TCN,EV,25,22.004076
2023-07-02,TCN,EV,26,30.795924
2023-07-02,TCN,EV,27,28.462245
2023-07-02,TCN,EV,28,30.113246
2023-07-02,TCN,EV,29,38.837439
2023-07-02,TCN,EV,30,35.00812
2023-07-02,TCN,EV,31,45.503671
2023-07-02,TCN,EV,32,45.985853
2023-07-02,TCN,EV,33,48.428634
2023-07-02,TCN,EV,34,52.934957
2023-07-02,TCN,EV,35,52.934957
2023-07-02,TCN,EV,36,46.2
2023-07-02,TCN,EV,37,47.239944
2023-07-02,TCN,EV,38,54.15101
2023-07-02,TCN,EV,39,54.15101
2023-07-02,TCN,EV,40,54.15101
2023-07-02,TCN,EV,41,54.15101
2023-07-02,TCN,EV,42,57.956756
2023-07-02,TCN,EV,43,58.535539
2023-07-02,TCN,EV,44,58.535539
2023-07-02,TCN,EV,45,58.535539
2023-07-02,TCN,EV,46,58.535539
2023-07-02,TCN,EV,47,58.535539
2023-07-02,TCN,EV,48,58.535539
2023-07-02,TCN,EV,49,58.535539
2023-07-02,TCN,EV,50,58.535539
2023-07-02,TCN,EV,51,63.539812
2023-07-02,TCN,EV,52,63.539812
2023-07-02,TCN,EV,53,63.539812
2023-07-02,TCN,EV,54,63.539812
2023-07-02,TCN,EV,55,63.539812
2023-07-02,TCN,EV,56,63.539812
2023-07-02,TCN,EV,57,63.539812
2023-07-02,TCN,EV,58,63.539812
2023-07-02,TCN,EV,59,63.539812
2023-07-02,TCN,EV,60,63.539812
2023-07-02,TCN,EV,61,63.539812
2023-07-02,TCN,EV,62,63.539812
2023-07-02,TCN,EV,63,63.539812
2023-07-02,TCN,EV,64,63.539812
2023-07-02,TCN,EV,65,39.681
2023-07-02,TCN,EV,66,39.681
2023-07-02,TCN,EV,67,39.681
2023-07-02,TCN,EV,68,44.883381
2023-07-02,TCN,EV,69,44.883381
2023-07-02,TCN,EV,70,54.131381
2023-07-02,TCN,EV,71,54.131381
2023-07-02,TCN,EV,72,42.645118
2023-07-02,TCN,EV,73,50.010816
2023-07-02,TCN,EV,74,46.2
2023-07-02,TCN,EV,75,35.252
2023-07-02,TCN,EV,76,33.0
2023-07-02,TCN,EV,77,25.644
2023-07-02,TCN,EV,78,31.0
2023-07-02,TCN,EV,79,31.904
2023-07-02,TCN,EV,80,32.264
2023-07-02,TCN,EV,81,38.664
2023-07-02,TCN,EV,82,19.8
2023-07-02,TCN,EV,83,19.8
2023-07-02,TCN,EV,84,19.8
2023-07-02,TCN,EV,85,47.392
2023-07-02,TCN,EV,86,39.6
2023-07-02,TCN,EV,87,43.752
2023-07-02,TCN,EV,88,26.4
2023-07-02,TCN,EV,89,17.376
2023-07-02,TCN,EV,90,19.8
2023-07-02,TCN,EV,91,13.2
2023-07-02,TCN,EV,92,13.2
2023-07-02,TCN,EV,93,5.304
2023-07-02,TCN,EV,94,6.6
2023-07-02,TCN,EV,95,0.0
2023-07-02,TCN,EV,96,0.0
2023-07-02,TCN,Charger,1,0.0
2023-07-02,TCN,Charger,2,0.0
2023-07-02,TCN,Charger,3,0.0
2023-07-02,TCN,Charger,4,13.2
2023-07-02,TCN,Charger,5,13.2
2023-07-02,TCN,Charger,6,13.2
2023-07-02,TCN,Charger,7,13.2
2023-07-02,TCN,Charger,8,13.2
2023-07-02,TCN,Charger,9,13.2
2023-07-02,TCN,Charger,10,13.2
2023-07-02,TCN,Charger,11,13.2
2023-07-02,TCN,Charger,12,13.2
2023-07-02,TCN,Charger,13,13.2
2023-07-02,TCN,Charger,14,13.2
2023-07-02,TCN,Charger,15,13.2
2023-07-02,TCN,Charger,16,13.2
2023-07-02,TCN,Charger,17,13.2
2023-07-02,TCN,Charger,18,13.2
2023-07-02,TCN,Charger,19,13.2
2023-07-02,TCN,Charger,20,13.2
2023-07-02,TCN,Charger,21,13.2
2023-07-02,TCN,Charger,22,19.8
2023-07-02,TCN,Charger,23,19.8
2023-07-02,TCN,Charger,24,19.8
2023-07-02,TCN,Charger,25,19.8
2023-07-02,TCN,Charger,26,26.4
2023-07-02,TCN,Charger,27,28.94
2023-07-02,TCN,Charger,28,39.309363
2023-07-02,TCN,Charger,29,39.309363
2023-07-02,TCN,Charger,30,32.502864
2023-07-02,TCN,Charger,31,42.66014
2023-07-02,TCN,Charger,32,43.142322
2023-07-02,TCN,Charger,33,45.636065
2023-07-02,TCN,Charger,34,49.593097
2023-07-02,TCN,Charger,35,49.593097
2023-07-02,TCN,Charger,36,49.593097
2023-07-02,TCN,Charger,37,49.593097
2023-07-02,TCN,Charger,38,52.044197
2023-07-02,TCN,Charger,39,52.044197
2023-07-02,TCN,Charger,40,52.044197
2023-07-02,TCN,Charger,41,52.044197
2023-07-02,TCN,Charger,42,54.661476
2023-07-02,TCN,Charger,43,54.661476
2023-07-02,TCN,Charger,44,54.661476
2023-07-02,TCN,Charger,45,54.661476
2023-07-02,TCN,Charger,46,54.661476
2023-07-02,TCN,Charger,47,54.661476
2023-07-02,TCN,Charger,48,54.661476
2023-07-02,TCN,Charger,49,54.661476
2023-07-02,TCN,Charger,50,54.661476
2023-07-02,TCN,Charger,51,54.661476
2023-07-02,TCN,Charger,52,54.661476
2023-07-02,TCN,Charger,53,54.661476
2023-07-02,TCN,Charger,54,54.661476
2023-07-02,TCN,Charger,55,54.661476
2023-07-02,TCN,Charger,56,54.661476
2023-07-02,TCN,Charger,57,54.661476
2023-07-02,TCN,Charger,58,54.661476
2023-07-02,TCN,Charger,59,54.661476
2023-07-02,TCN,Charger,60,54.661476
2023-07-02,TCN,Charger,61,54.661476
2023-07-02,TCN,Charger,62,54.661476
2023-07-02,TCN,Charger,63,54.661476
2023-07-02,TCN,Charger,64,54.661476
2023-07-02,TCN,Charger,65,30.411782
2023-07-02,TCN,Charger,66,30.411782
2023-07-02,TCN,Charger,67,30.411782
2023-07-02,TCN,Charger,68,30.411782
2023-07-02,TCN,Charger,69,30.411782
2023-07-02,TCN,Charger,70,45.215934
2023-07-02,TCN,Charger,71,45.215934
2023-07-02,TCN,Charger,72,45.215934
2023-07-02,TCN,Charger,73,45.215934
2023-07-02,TCN,Charger,74,45.215934
2023-07-02,TCN,Charger,75,39.6
2023-07-02,TCN,Charger,76,29.104066
2023-07-02,TCN,Charger,77,33.0
2023-07-02,TCN,Charger,78,26.4
2023-07-02,TCN,Charger,79,26.4
2023-07-02,TCN,Charger,80,26.4
2023-07-02,TCN,Charger,81,24.4
2023-07-02,TCN,Charger,82,19.8
2023-07-02,TCN,Charger,83,13.2
2023-07-02,TCN,Charger,84,13.2
2023-07-02,TCN,Charger,85,35.604
2023-07-02,TCN,Charger,86,27.864
2023-07-02,TCN,Charger,87,33.0
2023-07-02,TCN,Charger,88,13.2
2023-07-02,TCN,Charger,89,13.2
2023-07-02,TCN,Charger,90,13.2
2023-07-02,TCN,Charger,91,13.2
2023-07-02,TCN,Charger,92,6.6
2023-07-02,TCN,Charger,93,5.304
2023-07-02,TCN,Charger,94,6.6
2023-07-02,TCN,Charger,95,0.0
2023-07-02,TCN,Charger,96,0.0
2023-07-02,Transformer,EV,1,0.0
2023-07-02,Transformer,EV,2,0.0
2023-07-02,Transformer,EV,3,0.0
2023-07-02,Transformer,EV,4,13.2
2023-07-02,Transformer,EV,5,13.2
2023-07-02,Transformer,EV,6,6.6
2023-07-02,Transformer,EV,7,13.2
2023-07-02,Transformer,EV,8,13.2
2023-07-02,Transformer,EV,9,13.2
2023-07-02,Transformer,EV,10,13.2
2023-07-02,Transformer,EV,11,13.2
2023-07-02,Transformer,EV,12,13.2
2023-07-02,Transformer,EV,13,13.2
2023-07-02,Transformer,EV,14,13.2
2023-07-02,Transformer,EV,15,13.2
2023-07-02,Transformer,EV,16,13.2
2023-07-02,Transformer,EV,17,13.2
2023-07-02,Transformer,EV,18,13.2
2023-07-02,Transformer,EV,19,13.2
2023-07-02,Transformer,EV,20,13.2
2023-07-02,Transformer,EV,21,6.6
2023-07-02,Transformer,EV,22,6.6
2023-07-02,Transformer,EV,23,13.2
2023-07-02,Transformer,EV,24,6.6
2023-07-02,Transformer,EV,25,13.2
2023-07-02,Transformer,EV,26,33.0
2023-07-02,Transformer,EV,27,33.0
2023-07-02,Transformer,EV,28,19.7332
2023-07-02,Transformer,EV,29,36.041627
2023-07-02,Transformer,EV,30,36.041627
2023-07-02,Transformer,EV,31,41.076857
2023-07-02,Transformer,EV,32,41.559039
2023-07-02,Transformer,EV,33,42.823164
2023-07-02,Transformer,EV,34,47.573595
2023-07-02,Transformer,EV,35,47.573595
2023-07-02,Transformer,EV,36,47.573595
2023-07-02,Transformer,EV,37,48.037601
2023-07-02,Transformer,EV,38,52.271905
2023-07-02,Transformer,EV,39,52.271905
2023-07-02,Transformer,EV,40,52.271905
2023-07-02,Transformer,EV,41,52.271905
2023-07-02,Transformer,EV,42,54.907802
2023-07-02,Transformer,EV,43,55.932596
2023-07-02,Transformer,EV,44,55.932596
2023-07-02,Transformer,EV,45,57.964531
2023-07-02,Transformer,EV,46,57.964531
2023-07-02,Transformer,EV,47,57.964531
2023-07-02,Transformer,EV,48,59.638818
2023-07-02,Transformer,EV,49,59.638818
2023-07-02,Transformer,EV,50,70.047591
2023-07-02,Transformer,EV,51,70.047591
2023-07-02,Transformer,EV,52,70.047591
2023-07-02,Transformer,EV,53,70.047591
2023-07-02,Transformer,EV,54,70.047591
2023-07-02,Transformer,EV,55,70.047591
2023-07-02,Transformer,EV,56,70.047591
2023-07-02,Transformer,EV,57,70.807339
2023-07-02,Transformer,EV,58,70.807339
2023-07-02,Transformer,EV,59,70.807339
2023-07-02,Transformer,EV,60,70.807339
2023-07-02,Transformer,EV,61,70.807339
2023-07-02,Transformer,EV,62,70.807339
2023-07-02,Transformer,EV,63,70.807339
2023-07-02,Transformer,EV,64,70.807339
2023-07-02,Transformer,EV,65,34.448776
2023-07-02,Transformer,EV,66,34.448776
2023-07-02,Transformer,EV,67,34.448776
2023-07-02,Transformer,EV,68,40.706998
2023-07-02,Transformer,EV,69,40.706998
2023-07-02,Transformer,EV,70,46.82227
2023-07-02,Transformer,EV,71,46.82227
2023-07-02,Transformer,EV,72,46.82227
2023-07-02,Transformer,EV,73,34.32746
2023-07-02,Transformer,EV,74,39.155435
2023-07-02,Transformer,EV,75,45.040381
2023-07-02,Transformer,EV,76,32.244
2023-07-02,Transformer,EV,77,33.0
2023-07-02,Transformer,EV,78,33.0
2023-07-02,Transformer,EV,79,31.904
2023-07-02,Transformer,EV,80,26.4
2023-07-02,Transformer,EV,81,37.6
2023-07-02,Transformer,EV,82,19.8
2023-07-02,Transformer,EV,83,24.728
2023-07-02,Transformer,EV,84,13.2
2023-07-02,Transformer,EV,85,47.392
2023-07-02,Transformer,EV,86,39.6
2023-07-02,Transformer,EV,87,43.752
2023-07-02,Transformer,EV,88,26.4
2023-07-02,Transformer,EV,89,17.376
2023-07-02,Transformer,EV,90,19.8
2023-07-02,Transformer,EV,91,13.2
2023-07-02,Transformer,EV,92,13.2
2023-07-02,Transformer,EV,93,5.304
2023-07-02,Transformer,EV,94,6.6
2023-07-02,Transformer,EV,95,0.0
2023-07-02,Transformer,EV,96,0.0
2023-07-02,Transformer,Charger,1,0.0
2023-07-02,Transformer,Charger,2,0.0
2023-07-02,Transformer,Charger,3,6.6
2023-07-02,Transformer,Charger,4,13.2
2023-07-02,Transformer,Charger,5,13.2
2023-07-02,Transformer,Charger,6,13.2
2023-07-02,Transformer,Charger,7,13.2
2023-07-02,Transformer,Charger,8,9.14
2023-07-02,Transformer,Charger,9,13.2
2023-07-02,Transformer,Charger,10,6.6
2023-07-02,Transformer,Charger,11,12.836
2023-07-02,Transformer,Charger,12,13.2
2023-07-02,Transformer,Charger,13,13.2
2023-07-02,Transformer,Charger,14,13.2
2023-07-02,Transformer,Charger,15,13.2
2023-07-02,Transformer,Charger,16,13.2
2023-07-02,Transformer,Charger,17,13.2
2023-07-02,Transformer,Charger,18,13.2
2023-07-02,Transformer,Charger,19,13.2
2023-07-02,Transformer,Charger,20,13.2
2023-07-02,Transformer,Charger,21,6.6
2023-07-02,Transformer,Charger,22,17.082838
2023-07-02,Transformer,Charger,23,13.2
2023-07-02,Transformer,Charger,24,18.248515
2023-07-02,Transformer,Charger,25,19.8
2023-07-02,Transformer,Charger,26,26.742947
2023-07-02,Transformer,Charger,27,26.4
2023-07-02,Transformer,Charger,28,17.125699
2023-07-02,Transformer,Charger,29,34.293534
2023-07-02,Transformer,Charger,30,34.293534
2023-07-02,Transformer,Charger,31,39.321349
2023-07-02,Transformer,Charger,32,42.333087
2023-07-02,Transformer,Charger,33,43.597212
2023-07-02,Transformer,Charger,34,48.347644
2023-07-02,Transformer,Charger,35,48.347644
2023-07-02,Transformer,Charger,36,48.347644
2023-07-02,Transformer,Charger,37,48.81165
2023-07-02,Transformer,Charger,38,53.045953
2023-07-02,Transformer,Charger,39,53.045953
2023-07-02,Transformer,Charger,40,53.045953
2023-07-02,Transformer,Charger,41,53.045953
2023-07-02,Transformer,Charger,42,53.045953
2023-07-02,Transformer,Charger,43,53.045953
2023-07-02,Transformer,Charger,44,53.045953
2023-07-02,Transformer,Charger,45,53.110728
2023-07-02,Transformer,Charger,46,53.110728
2023-07-02,Transformer,Charger,47,53.110728
2023-07-02,Transformer,Charger,48,53.110728
2023-07-02,Transformer,Charger,49,53.110728
2023-07-02,Transformer,Charger,50,53.110728
2023-07-02,Transformer,Charger,51,53.110728
2023-07-02,Transformer,Charger,52,53.110728
2023-07-02,Transformer,Charger,53,53.110728
2023-07-02,Transformer,Charger,54,53.110728
2023-07-02,Transformer,Charger,55,53.110728
2023-07-02,Transformer,Charger,56,53.110728
2023-07-02,Transformer,Charger,57,53.110728
2023-07-02,Transformer,Charger,58,53.110728
2023-07-02,Transformer,Charger,59,53.110728
2023-07-02,Transformer,Charger,60,53.110728
2023-07-02,Transformer,Charger,61,53.110728
2023-07-02,Transformer,Charger,62,53.110728
2023-07-02,Transformer,Charger,63,53.110728
2023-07-02,Transformer,Charger,64,53.110728
2023-07-02,Transformer,Charger,65,27.951171
2023-07-02,Transformer,Charger,66,27.951171
2023-07-02,Transformer,Charger,67,27.951171
