day,method,case,t_idx,load_kw
2023-07-01,TCN,Charger,74,32.227995
2023-07-01,TCN,Charger,75,32.227995
2023-07-01,TCN,Charger,76,32.227995
2023-07-01,TCN,Charger,77,32.227995
2023-07-01,TCN,Charger,78,32.227995
2023-07-01,TCN,Charger,79,32.227995
2023-07-01,TCN,Charger,80,32.227995
2023-07-01,TCN,Charger,81,32.227995
2023-07-01,TCN,Charger,82,27.248005
2023-07-01,TCN,Charger,83,19.8
2023-07-01,TCN,Charger,84,19.8
2023-07-01,TCN,Charger,85,38.18
2023-07-01,TCN,Charger,86,33.0
2023-07-01,TCN,Charger,87,33.0
2023-07-01,TCN,Charger,88,25.295509
2023-07-01,TCN,Charger,89,13.2
2023-07-01,TCN,Charger,90,6.6
2023-07-01,TCN,Charger,91,0.0
2023-07-01,TCN,Charger,92,0.0
2023-07-01,TCN,Charger,93,4.788
2023-07-01,TCN,Charger,94,6.6
2023-07-01,TCN,Charger,95,0.0
2023-07-01,TCN,Charger,96,0.0
2023-07-01,Transformer,EV,1,0.0
2023-07-01,Transformer,EV,2,0.0
2023-07-01,Transformer,EV,3,0.0
2023-07-01,Transformer,EV,4,6.6
2023-07-01,Transformer,EV,5,6.6
2023-07-01,Transformer,EV,6,13.2
2023-07-01,Transformer,EV,7,13.2
2023-07-01,Transformer,EV,8,13.2
2023-07-01,Transformer,EV,9,13.2
2023-07-01,Transformer,EV,10,10.712
2023-07-01,Transformer,EV,11,13.2
2023-07-01,Transformer,EV,12,6.6
2023-07-01,Transformer,EV,13,6.62
2023-07-01,Transformer,EV,14,1.8161615
2023-07-01,Transformer,EV,15,13.2
2023-07-01,Transformer,EV,16,10.137763
2023-07-01,Transformer,EV,17,12.837344
2023-07-01,Transformer,EV,18,21.0352
2023-07-01,Transformer,EV,19,13.2
2023-07-01,Transformer,EV,20,26.4
2023-07-01,Transformer,EV,21,19.8
2023-07-01,Transformer,EV,22,23.348
2023-07-01,Transformer,EV,23,22.212
2023-07-01,Transformer,EV,24,26.4
2023-07-01,Transformer,EV,25,6.6
2023-07-01,Transformer,EV,26,26.4
2023-07-01,Transformer,EV,27,26.4
2023-07-01,Transformer,EV,28,39.6
2023-07-01,Transformer,EV,29,39.6
2023-07-01,Transformer,EV,30,40.144
2023-07-01,Transformer,EV,31,42.624726
2023-07-01,Transformer,EV,32,42.913916
2023-07-01,Transformer,EV,33,19.8
2023-07-01,Transformer,EV,34,29.583906
2023-07-01,Transformer,EV,35,39.6
2023-07-01,Transformer,EV,36,52.22255
2023-07-01,Transformer,EV,37,52.22255
2023-07-01,Transformer,EV,38,52.22255
2023-07-01,Transformer,EV,39,49.916902
2023-07-01,Transformer,EV,40,52.81895
2023-07-01,Transformer,EV,41,53.493613
2023-07-01,Transformer,EV,42,53.493613
2023-07-01,Transformer,EV,43,58.511029
2023-07-01,Transformer,EV,44,58.679822
2023-07-01,Transformer,EV,45,58.679822
2023-07-01,Transformer,EV,46,58.679822
2023-07-01,Transformer,EV,47,63.331306
2023-07-01,Transformer,EV,48,65.373423
2023-07-01,Transformer,EV,49,65.373423
2023-07-01,Transformer,EV,50,65.44544
2023-07-01,Transformer,EV,51,67.520261
2023-07-01,Transformer,EV,52,68.915123
2023-07-01,Transformer,EV,53,68.915123
2023-07-01,Transformer,EV,54,70.565041
2023-07-01,Transformer,EV,55,73.736316
2023-07-01,Transformer,EV,56,73.736316
2023-07-01,Transformer,EV,57,73.736316
2023-07-01,Transformer,EV,58,73.736316
2023-07-01,Transformer,EV,59,73.736316
2023-07-01,Transformer,EV,60,73.736316
2023-07-01,Transformer,EV,61,73.736316
2023-07-01,Transformer,EV,62,73.736316
2023-07-01,Transformer,EV,63,73.736316
2023-07-01,Transformer,EV,64,73.736316
2023-07-01,Transformer,EV,65,34.846881
2023-07-01,Transformer,EV,66,25.626926
2023-07-01,Transformer,EV,67,34.846881
2023-07-01,Transformer,EV,68,34.846881
2023-07-01,Transformer,EV,69,34.846881
2023-07-01,Transformer,EV,70,34.846881
2023-07-01,Transformer,EV,71,32.10528
2023-07-01,Transformer,EV,72,32.239737
2023-07-01,Transformer,EV,73,36.441693
2023-07-01,Transformer,EV,74,36.441693
2023-07-01,Transformer,EV,75,36.441693
2023-07-01,Transformer,EV,76,36.441693
2023-07-01,Transformer,EV,77,36.441693
2023-07-01,Transformer,EV,78,35.299165
2023-07-01,Transformer,EV,79,36.441693
2023-07-01,Transformer,EV,80,33.076
2023-07-01,Transformer,EV,81,33.0
2023-07-01,Transformer,EV,82,33.0
2023-07-01,Transformer,EV,83,16.227786
2023-07-01,Transformer,EV,84,26.4
2023-07-01,Transformer,EV,85,39.6
2023-07-01,Transformer,EV,86,39.6
2023-07-01,Transformer,EV,87,39.6
2023-07-01,Transformer,EV,88,29.532
2023-07-01,Transformer,EV,89,19.8
2023-07-01,Transformer,EV,90,6.6
2023-07-01,Transformer,EV,91,6.6
2023-07-01,Transformer,EV,92,0.0
2023-07-01,Transformer,EV,93,4.788
2023-07-01,Transformer,EV,94,6.6
2023-07-01,Transformer,EV,95,0.0
2023-07-01,Transformer,EV,96,0.0
2023-07-01,Transformer,Charger,1,0.0
2023-07-01,Transformer,Charger,2,0.0
2023-07-01,Transformer,Charger,3,0.0
2023-07-01,Transformer,Charger,4,6.6
2023-07-01,Transformer,Charger,5,6.6
2023-07-01,Transformer,Charger,6,13.2
2023-07-01,Transformer,Charger,7,13.2
2023-07-01,Transformer,Charger,8,13.2
2023-07-01,Transformer,Charger,9,13.2
2023-07-01,Transformer,Charger,10,13.2
2023-07-01,Transformer,Charger,11,13.2
2023-07-01,Transformer,Charger,12,13.2
2023-07-01,Transformer,Charger,13,6.6
2023-07-01,Transformer,Charger,14,13.2
2023-07-01,Transformer,Charger,15,13.2
2023-07-01,Transformer,Charger,16,19.8
2023-07-01,Transformer,Charger,17,17.312
2023-07-01,Transformer,Charger,18,13.2
2023-07-01,Transformer,Charger,19,19.8
2023-07-01,Transformer,Charger,20,26.4
2023-07-01,Transformer,Charger,21,26.4
2023-07-01,Transformer,Charger,22,26.4
2023-07-01,Transformer,Charger,23,26.4
2023-07-01,Transformer,Charger,24,26.4
2023-07-01,Transformer,Charger,25,19.8
2023-07-01,Transformer,Charger,26,26.4
2023-07-01,Transformer,Charger,27,26.4
2023-07-01,Transformer,Charger,28,38.863161
2023-07-01,Transformer,Charger,29,39.6
2023-07-01,Transformer,Charger,30,38.11755
2023-07-01,Transformer,Charger,31,35.03058
2023-07-01,Transformer,Charger,32,39.6
2023-07-01,Transformer,Charger,33,38.968
2023-07-01,Transformer,Charger,34,39.58542
2023-07-01,Transformer,Charger,35,39.6
2023-07-01,Transformer,Charger,36,46.95968
2023-07-01,Transformer,Charger,37,46.95968
2023-07-01,Transformer,Charger,38,46.95968
2023-07-01,Transformer,Charger,39,46.95968
2023-07-01,Transformer,Charger,40,47.945105
2023-07-01,Transformer,Charger,41,48.619768
2023-07-01,Transformer,Charger,42,48.619768
2023-07-01,Transformer,Charger,43,53.219944
2023-07-01,Transformer,Charger,44,53.388737
2023-07-01,Transformer,Charger,45,54.314501
2023-07-01,Transformer,Charger,46,54.314501
2023-07-01,Transformer,Charger,47,58.06431
2023-07-01,Transformer,Charger,48,59.700009
2023-07-01,Transformer,Charger,49,59.700009
2023-07-01,Transformer,Charger,50,59.700009
2023-07-01,Transformer,Charger,51,59.700009
2023-07-01,Transformer,Charger,52,63.460677
2023-07-01,Transformer,Charger,53,63.608873
2023-07-01,Transformer,Charger,54,63.608873
2023-07-01,Transformer,Charger,55,66.680972
2023-07-01,Transformer,Charger,56,66.680972
2023-07-01,Transformer,Charger,57,66.680972
2023-07-01,Transformer,Charger,58,66.680972
2023-07-01,Transformer,Charger,59,66.680972
2023-07-01,Transformer,Charger,60,66.680972
2023-07-01,Transformer,Charger,61,66.680972
2023-07-01,Transformer,Charger,62,66.680972
2023-07-01,Transformer,Charger,63,66.680972
2023-07-01,Transformer,Charger,64,66.680972
2023-07-01,Transformer,Charger,65,30.308525
2023-07-01,Transformer,Charger,66,30.308525
2023-07-01,Transformer,Charger,67,30.308525
2023-07-01,Transformer,Charger,68,30.308525
2023-07-01,Transformer,Charger,69,20.617574
2023-07-01,Transformer,Charger,70,25.383071
2023-07-01,Transformer,Charger,71,18.83433
2023-07-01,Transformer,Charger,72,30.308525
2023-07-01,Transformer,Charger,73,32.238282
2023-07-01,Transformer,Charger,74,32.238282
2023-07-01,Transformer,Charger,75,32.238282
2023-07-01,Transformer,Charger,76,32.238282
2023-07-01,Transformer,Charger,77,32.238282
2023-07-01,Transformer,Charger,78,32.238282
2023-07-01,Transformer,Charger,79,32.238282
2023-07-01,Transformer,Charger,80,32.238282
2023-07-01,Transformer,Charger,81,32.238282
2023-07-01,Transformer,Charger,82,26.4
2023-07-01,Transformer,Charger,83,20.637715
2023-07-01,Transformer,Charger,84,19.8
2023-07-01,Transformer,Charger,85,38.18
2023-07-01,Transformer,Charger,86,33.0
2023-07-01,Transformer,Charger,87,26.944
2023-07-01,Transformer,Charger,88,22.932
2023-07-01,Transformer,Charger,89,13.2
2023-07-01,Transformer,Charger,90,6.6
2023-07-01,Transformer,Charger,91,0.0
2023-07-01,Transformer,Charger,92,0.0
2023-07-01,Transformer,Charger,93,4.788
2023-07-01,Transformer,Charger,94,6.6
2023-07-01,Transformer,Charger,95,0.0
2023-07-01,Transformer,Charger,96,0.0
2023-07-01,iTransformer,EV,1,0.0
2023-07-01,iTransformer,EV,2,0.0
2023-07-01,iTransformer,EV,3,0.0
2023-07-01,iTransformer,EV,4,4.112
2023-07-01,iTransformer,EV,5,6.6
2023-07-01,iTransformer,EV,6,13.2
2023-07-01,iTransformer,EV,7,13.2
2023-07-01,iTransformer,EV,8,13.2
2023-07-01,iTransformer,EV,9,13.2
2023-07-01,iTransformer,EV,10,13.2
2023-07-01,iTransformer,EV,11,13.2
2023-07-01,iTransformer,EV,12,13.2
2023-07-01,iTransformer,EV,13,13.2
2023-07-01,iTransformer,EV,14,13.2
2023-07-01,iTransformer,EV,15,6.6
2023-07-01,iTransformer,EV,16,16.748
2023-07-01,iTransformer,EV,17,13.2
2023-07-01,iTransformer,EV,18,26.4
2023-07-01,iTransformer,EV,19,26.4
2023-07-01,iTransformer,EV,20,26.4
2023-07-01,iTransformer,EV,21,19.8
2023-07-01,iTransformer,EV,22,26.4
2023-07-01,iTransformer,EV,23,26.4
2023-07-01,iTransformer,EV,24,19.8
2023-07-01,iTransformer,EV,25,19.8
2023-07-01,iTransformer,EV,26,26.4
2023-07-01,iTransformer,EV,27,13.2
2023-07-01,iTransformer,EV,28,26.235659
2023-07-01,iTransformer,EV,29,35.412
2023-07-01,iTransformer,EV,30,39.784341
2023-07-01,iTransformer,EV,31,33.0
2023-07-01,iTransformer,EV,32,38.695009
2023-07-01,iTransformer,EV,33,26.369789
2023-07-01,iTransformer,EV,34,38.697966
2023-07-01,iTransformer,EV,35,37.076341
2023-07-01,iTransformer,EV,36,50.004815
2023-07-01,iTransformer,EV,37,50.004815
2023-07-01,iTransformer,EV,38,50.004815
2023-07-01,iTransformer,EV,39,50.004815
2023-07-01,iTransformer,EV,40,49.365961
2023-07-01,iTransformer,EV,41,52.658482
2023-07-01,iTransformer,EV,42,52.658482
2023-07-01,iTransformer,EV,43,57.27973
2023-07-01,iTransformer,EV,44,57.603028
2023-07-01,iTransformer,EV,45,57.603028
2023-07-01,iTransformer,EV,46,57.603028
2023-07-01,iTransformer,EV,47,60.890038
2023-07-01,iTransformer,EV,48,63.146199
2023-07-01,iTransformer,EV,49,65.776035
2023-07-01,iTransformer,EV,50,69.169809
2023-07-01,iTransformer,EV,51,69.169809
2023-07-01,iTransformer,EV,52,69.169809
2023-07-01,iTransformer,EV,53,69.169809
2023-07-01,iTransformer,EV,54,69.169809
2023-07-01,iTransformer,EV,55,69.169809
2023-07-01,iTransformer,EV,56,69.169809
2023-07-01,iTransformer,EV,57,69.169809
2023-07-01,iTransformer,EV,58,69.169809
2023-07-01,iTransformer,EV,59,69.169809
2023-07-01,iTransformer,EV,60,69.169809
2023-07-01,iTransformer,EV,61,69.169809
2023-07-01,iTransformer,EV,62,69.169809
2023-07-01,iTransformer,EV,63,69.169809
2023-07-01,iTransformer,EV,64,69.169809
2023-07-01,iTransformer,EV,65,31.247459
2023-07-01,iTransformer,EV,66,31.247459
2023-07-01,iTransformer,EV,67,31.247459
2023-07-01,iTransformer,EV,68,31.247459
2023-07-01,iTransformer,EV,69,31.247459
2023-07-01,iTransformer,EV,70,32.003532
2023-07-01,iTransformer,EV,71,32.003532
2023-07-01,iTransformer,EV,72,32.003532
2023-07-01,iTransformer,EV,73,38.873325
2023-07-01,iTransformer,EV,74,38.873322
2023-07-01,iTransformer,EV,75,38.873325
2023-07-01,iTransformer,EV,76,38.873325
2023-07-01,iTransformer,EV,77,38.873325
2023-07-01,iTransformer,EV,78,38.873325
2023-07-01,iTransformer,EV,79,38.873325
2023-07-01,iTransformer,EV,80,38.873325
2023-07-01,iTransformer,EV,81,38.873325
2023-07-01,iTransformer,EV,82,33.802675
2023-07-01,iTransformer,EV,83,19.852
2023-07-01,iTransformer,EV,84,26.4
2023-07-01,iTransformer,EV,85,39.6
2023-07-01,iTransformer,EV,86,39.6
2023-07-01,iTransformer,EV,87,39.6
2023-07-01,iTransformer,EV,88,36.132
2023-07-01,iTransformer,EV,89,26.4
2023-07-01,iTransformer,EV,90,7.144
2023-07-01,iTransformer,EV,91,6.6
2023-07-01,iTransformer,EV,92,0.0
2023-07-01,iTransformer,EV,93,4.788
2023-07-01,iTransformer,EV,94,6.6
2023-07-01,iTransformer,EV,95,0.0
2023-07-01,iTransformer,EV,96,0.0
2023-07-01,iTransformer,Charger,1,0.0
2023-07-01,iTransformer,Charger,2,0.0
2023-07-01,iTransformer,Charger,3,0.0
2023-07-01,iTransformer,Charger,4,6.6
2023-07-01,iTransformer,Charger,5,6.6
2023-07-01,iTransformer,Charger,6,0.0
2023-07-01,iTransformer,Charger,7,6.6
2023-07-01,iTransformer,Charger,8,2.3768791
2023-07-01,iTransformer,Charger,9,6.6
2023-07-01,iTransformer,Charger,10,6.6
2023-07-01,iTransformer,Charger,11,0.0
2023-07-01,iTransformer,Charger,12,19.8
2023-07-01,iTransformer,Charger,13,13.2
2023-07-01,iTransformer,Charger,14,13.2
2023-07-01,iTransformer,Charger,15,13.2
2023-07-01,iTransformer,Charger,16,13.2
2023-07-01,iTransformer,Charger,17,19.8
2023-07-01,iTransformer,Charger,18,26.4
2023-07-01,iTransformer,Charger,19,23.348
2023-07-01,iTransformer,Charger,20,26.4
2023-07-01,iTransformer,Charger,21,19.8
2023-07-01,iTransformer,Charger,22,26.4
2023-07-01,iTransformer,Charger,23,26.4
2023-07-01,iTransformer,Charger,24,26.4
2023-07-01,iTransformer,Charger,25,13.2
2023-07-01,iTransformer,Charger,26,26.4
2023-07-01,iTransformer,Charger,27,26.4
2023-07-01,iTransformer,Charger,28,33.0
2023-07-01,iTransformer,Charger,29,35.551482
2023-07-01,iTransformer,Charger,30,41.427401
2023-07-01,iTransformer,Charger,31,41.427401
2023-07-01,iTransformer,Charger,32,33.0
2023-07-01,iTransformer,Charger,33,17.982031
2023-07-01,iTransformer,Charger,34,26.4
2023-07-01,iTransformer,Charger,35,34.056094
2023-07-01,iTransformer,Charger,36,49.686528
2023-07-01,iTransformer,Charger,37,49.686528
2023-07-01,iTransformer,Charger,38,49.686528
2023-07-01,iTransformer,Charger,39,49.686528
2023-07-01,iTransformer,Charger,40,49.686528
2023-07-01,iTransformer,Charger,41,52.366216
2023-07-01,iTransformer,Charger,42,52.366216
2023-07-01,iTransformer,Charger,43,56.732737
2023-07-01,iTransformer,Charger,44,57.056035
2023-07-01,iTransformer,Charger,45,57.056035
2023-07-01,iTransformer,Charger,46,57.056035
2023-07-01,iTransformer,Charger,47,58.944444
2023-07-01,iTransformer,Charger,48,63.817252
2023-07-01,iTransformer,Charger,49,64.772873
2023-07-01,iTransformer,Charger,50,64.772873
2023-07-01,iTransformer,Charger,51,64.772873
2023-07-01,iTransformer,Charger,52,64.772873
2023-07-01,iTransformer,Charger,53,64.772873
2023-07-01,iTransformer,Charger,54,64.772873
2023-07-01,iTransformer,Charger,55,64.772873
2023-07-01,iTransformer,Charger,56,64.772873
2023-07-01,iTransformer,Charger,57,64.772873
2023-07-01,iTransformer,Charger,58,64.772873
2023-07-01,iTransformer,Charger,59,64.772873
2023-07-01,iTransformer,Charger,60,64.772873
2023-07-01,iTransformer,Charger,61,64.772873
2023-07-01,iTransformer,Charger,62,64.772873
2023-07-01,iTransformer,Charger,63,64.772873
2023-07-01,iTransformer,Charger,64,64.772873
2023-07-01,iTransformer,Charger,65,24.786661
2023-07-01,iTransformer,Charger,66,16.83501
2023-07-01,iTransformer,Charger,67,24.786661
2023-07-01,iTransformer,Charger,68,24.786661
2023-07-01,iTransformer,Charger,69,24.786661
2023-07-01,iTransformer,Charger,70,26.005853
2023-07-01,iTransformer,Charger,71,26.005853
2023-07-01,iTransformer,Charger,72,26.005853
2023-07-01,iTransformer,Charger,73,32.499195
2023-07-01,iTransformer,Charger,74,32.499195
2023-07-01,iTransformer,Charger,75,32.499195
2023-07-01,iTransformer,Charger,76,32.499195
2023-07-01,iTransformer,Charger,77,32.499195
2023-07-01,iTransformer,Charger,78,32.499195
2023-07-01,iTransformer,Charger,79,32.499195
2023-07-01,iTransformer,Charger,80,32.499195
2023-07-01,iTransformer,Charger,81,32.499195
2023-07-01,iTransformer,Charger,82,26.976805
2023-07-01,iTransformer,Charger,83,19.8
2023-07-01,iTransformer,Charger,84,19.8
2023-07-01,iTransformer,Charger,85,38.18
2023-07-01,iTransformer,Charger,86,33.0
2023-07-01,iTransformer,Charger,87,33.0
2023-07-01,iTransformer,Charger,88,29.532
2023-07-01,iTransformer,Charger,89,19.8
2023-07-01,iTransformer,Charger,90,13.2
2023-07-01,iTransformer,Charger,91,0.544
2023-07-01,iTransformer,Charger,92,0.0
2023-07-01,iTransformer,Charger,93,4.788
2023-07-01,iTransformer,Charger,94,6.6
2023-07-01,iTransformer,Charger,95,0.0
2023-07-01,iTransformer,Charger,96,0.0
2023-07-02,Perfect,EV,1,0.0
2023-07-02,Perfect,EV,2,0.0
2023-07-02,Perfect,EV,3,6.6
2023-07-02,Perfect,EV,4,13.2
2023-07-02,Perfect,EV,5,13.2
2023-07-02,Perfect,EV,6,13.2
2023-07-02,Perfect,EV,7,13.2
2023-07-02,Perfect,EV,8,13.2
2023-07-02,Perfect,EV,9,13.2
2023-07-02,Perfect,EV,10,13.2
2023-07-02,Perfect,EV,11,13.2
2023-07-02,Perfect,EV,12,13.2
2023-07-02,Perfect,EV,13,13.2
2023-07-02,Perfect,EV,14,13.2
2023-07-02,Perfect,EV,15,13.2
2023-07-02,Perfect,EV,16,13.2
2023-07-02,Perfect,EV,17,13.2
2023-07-02,Perfect,EV,18,13.2
2023-07-02,Perfect,EV,19,13.2
2023-07-02,Perfect,EV,20,13.2
2023-07-02,Perfect,EV,21,6.6
2023-07-02,Perfect,EV,22,13.2
2023-07-02,Perfect,EV,23,10.9535
2023-07-02,Perfect,EV,24,13.2
2023-07-02,Perfect,EV,25,17.6225
2023-07-02,Perfect,EV,26,19.8
2023-07-02,Perfect,EV,27,19.8
2023-07-02,Perfect,EV,28,26.4
2023-07-02,Perfect,EV,29,39.6
2023-07-02,Perfect,EV,30,37.12875
2023-07-02,Perfect,EV,31,57.04
2023-07-02,Perfect,EV,32,62.65125
2023-07-02,Perfect,EV,33,62.65125
2023-07-02,Perfect,EV,34,62.65125
2023-07-02,Perfect,EV,35,62.65125
2023-07-02,Perfect,EV,36,62.65125
2023-07-02,Perfect,EV,37,62.65125
2023-07-02,Perfect,EV,38,62.65125
2023-07-02,Perfect,EV,39,62.65125
2023-07-02,Perfect,EV,40,62.65125
2023-07-02,Perfect,EV,41,62.65125
2023-07-02,Perfect,EV,42,62.65125
2023-07-02,Perfect,EV,43,62.65125
2023-07-02,Perfect,EV,44,62.65125
2023-07-02,Perfect,EV,45,62.65125
2023-07-02,Perfect,EV,46,62.65125
2023-07-02,Perfect,EV,47,62.65125
2023-07-02,Perfect,EV,48,62.65125
2023-07-02,Perfect,EV,49,62.65125
2023-07-02,Perfect,EV,50,62.65125
2023-07-02,Perfect,EV,51,62.65125
2023-07-02,Perfect,EV,52,62.65125
2023-07-02,Perfect,EV,53,62.65125
2023-07-02,Perfect,EV,54,62.65125
2023-07-02,Perfect,EV,55,62.65125
2023-07-02,Perfect,EV,56,62.65125
2023-07-02,Perfect,EV,57,62.65125
2023-07-02,Perfect,EV,58,62.65125
2023-07-02,Perfect,EV,59,62.65125
2023-07-02,Perfect,EV,60,62.65125
2023-07-02,Perfect,EV,61,62.65125
2023-07-02,Perfect,EV,62,62.65125
2023-07-02,Perfect,EV,63,62.65125
2023-07-02,Perfect,EV,64,62.65125
2023-07-02,Perfect,EV,65,31.288
2023-07-02,Perfect,EV,66,31.288
2023-07-02,Perfect,EV,67,31.288
2023-07-02,Perfect,EV,68,31.288
2023-07-02,Perfect,EV,69,31.288
2023-07-02,Perfect,EV,70,31.288
2023-07-02,Perfect,EV,71,31.288
2023-07-02,Perfect,EV,72,31.288
2023-07-02,Perfect,EV,73,31.288
2023-07-02,Perfect,EV,74,31.288
2023-07-02,Perfect,EV,75,31.288
2023-07-02,Perfect,EV,76,31.288
2023-07-02,Perfect,EV,77,31.288
2023-07-02,Perfect,EV,78,31.288
2023-07-02,Perfect,EV,79,31.288
2023-07-02,Perfect,EV,80,28.152
2023-07-02,Perfect,EV,81,31.288
2023-07-02,Perfect,EV,82,26.4
2023-07-02,Perfect,EV,83,26.4
2023-07-02,Perfect,EV,84,18.088
2023-07-02,Perfect,EV,85,47.392
2023-07-02,Perfect,EV,86,39.6
2023-07-02,Perfect,EV,87,43.752
2023-07-02,Perfect,EV,88,26.4
2023-07-02,Perfect,EV,89,17.376
2023-07-02,Perfect,EV,90,19.8
2023-07-02,Perfect,EV,91,13.2
2023-07-02,Perfect,EV,92,13.2
2023-07-02,Perfect,EV,93,5.304
2023-07-02,Perfect,EV,94,6.6
2023-07-02,Perfect,EV,95,0.0
2023-07-02,Perfect,EV,96,0.0
2023-07-02,Perfect,Charger,1,0.0
2023-07-02,Perfect,Charger,2,0.0
2023-07-02,Perfect,Charger,3,6.6
2023-07-02,Perfect,Charger,4,13.2
2023-07-02,Perfect,Charger,5,13.2
2023-07-02,Perfect,Charger,6,13.2
2023-07-02,Perfect,Charger,7,13.2
2023-07-02,Perfect,Charger,8,13.2
2023-07-02,Perfect,Charger,9,13.2
2023-07-02,Perfect,Charger,10,13.2
2023-07-02,Perfect,Charger,11,13.2
2023-07-02,Perfect,Charger,12,13.2
2023-07-02,Perfect,Charger,13,13.2
2023-07-02,Perfect,Charger,14,13.2
2023-07-02,Perfect,Charger,15,13.2
2023-07-02,Perfect,Charger,16,13.2
2023-07-02,Perfect,Charger,17,13.2
2023-07-02,Perfect,Charger,18,13.2
2023-07-02,Perfect,Charger,19,13.2
2023-07-02,Perfect,Charger,20,13.2
2023-07-02,Perfect,Charger,21,6.6
2023-07-02,Perfect,Charger,22,6.6
2023-07-02,Perfect,Charger,23,13.2
2023-07-02,Perfect,Charger,24,13.2
2023-07-02,Perfect,Charger,25,13.2
2023-07-02,Perfect,Charger,26,19.8
2023-07-02,Perfect,Charger,27,26.4
2023-07-02,Perfect,Charger,28,33.0
2023-07-02,Perfect,Charger,29,37.24
2023-07-02,Perfect,Charger,30,41.996
2023-07-02,Perfect,Charger,31,52.8
2023-07-02,Perfect,Charger,32,57.42
2023-07-02,Perfect,Charger,33,64.027692
2023-07-02,Perfect,Charger,34,64.027692
2023-07-02,Perfect,Charger,35,64.027692
2023-07-02,Perfect,Charger,36,64.027692
2023-07-02,Perfect,Charger,37,64.027692
2023-07-02,Perfect,Charger,38,64.027692
2023-07-02,Perfect,Charger,39,64.027692
2023-07-02,Perfect,Charger,40,64.027692
2023-07-02,Perfect,Charger,41,54.293238
2023-07-02,Perfect,Charger,42,52.8
2023-07-02,Perfect,Charger,43,64.027692
2023-07-02,Perfect,Charger,44,64.027692
2023-07-02,Perfect,Charger,45,64.027692
2023-07-02,Perfect,Charger,46,64.027692
2023-07-02,Perfect,Charger,47,64.027692
2023-07-02,Perfect,Charger,48,64.027692
2023-07-02,Perfect,Charger,49,61.185846
2023-07-02,Perfect,Charger,50,64.027692
2023-07-02,Perfect,Charger,51,64.027692
2023-07-02,Perfect,Charger,52,63.804
2023-07-02,Perfect,Charger,53,51.240616
2023-07-02,Perfect,Charger,54,42.076
2023-07-02,Perfect,Charger,55,32.083692
2023-07-02,Perfect,Charger,56,38.347384
2023-07-02,Perfect,Charger,57,47.264
2023-07-02,Perfect,Charger,58,59.4
2023-07-02,Perfect,Charger,59,38.495379
2023-07-02,Perfect,Charger,60,50.831385
2023-07-02,Perfect,Charger,61,42.240924
2023-07-02,Perfect,Charger,62,64.027692
2023-07-02,Perfect,Charger,63,64.027692
2023-07-02,Perfect,Charger,64,64.027692
2023-07-02,Perfect,Charger,65,23.990353
2023-07-02,Perfect,Charger,66,23.990353
2023-07-02,Perfect,Charger,67,23.990352
2023-07-02,Perfect,Charger,68,23.990353
2023-07-02,Perfect,Charger,69,23.990353
2023-07-02,Perfect,Charger,70,23.990353
2023-07-02,Perfect,Charger,71,23.990353
2023-07-02,Perfect,Charger,72,23.990353
2023-07-02,Perfect,Charger,73,23.990353
2023-07-02,Perfect,Charger,74,23.990353
2023-07-02,Perfect,Charger,75,23.990353
2023-07-02,Perfect,Charger,76,23.990353
2023-07-02,Perfect,Charger,77,23.990353
2023-07-02,Perfect,Charger,78,23.990353
2023-07-02,Perfect,Charger,79,23.990353
2023-07-02,Perfect,Charger,80,23.990353
2023-07-02,Perfect,Charger,81,23.990353
2023-07-02,Perfect,Charger,82,19.8
2023-07-02,Perfect,Charger,83,13.2
2023-07-02,Perfect,Charger,84,13.2
2023-07-02,Perfect,Charger,85,27.592
2023-07-02,Perfect,Charger,86,19.8
2023-07-02,Perfect,Charger,87,26.4
2023-07-02,Perfect,Charger,88,13.54
2023-07-02,Perfect,Charger,89,13.2
2023-07-02,Perfect,Charger,90,13.2
2023-07-02,Perfect,Charger,91,13.2
2023-07-02,Perfect,Charger,92,13.2
2023-07-02,Perfect,Charger,93,5.304
2023-07-02,Perfect,Charger,94,6.6
2023-07-02,Perfect,Charger,95,0.0
2023-07-02,Perfect,Charger,96,0.0
2023-07-02,Noforecast,EV,1,0.0
2023-07-02,Noforecast,EV,2,0.0
2023-07-02,Noforecast,EV,3,2.9404167
2023-07-02,Noforecast,EV,4,4.4235342
2023-07-02,Noforecast,EV,5,4.4235342
2023-07-02,Noforecast,EV,6,4.4235342
2023-07-02,Noforecast,EV,7,4.4235342
2023-07-02,Noforecast,EV,8,4.4235342
2023-07-02,Noforecast,EV,9,4.4235342
2023-07-02,Noforecast,EV,10,4.4235342
2023-07-02,Noforecast,EV,11,4.4235342
2023-07-02,Noforecast,EV,12,4.4235342
2023-07-02,Noforecast,EV,13,4.4235342
2023-07-02,Noforecast,EV,14,4.4235342
2023-07-02,Noforecast,EV,15,4.4235342
2023-07-02,Noforecast,EV,16,4.4235342
2023-07-02,Noforecast,EV,17,4.4235342
2023-07-02,Noforecast,EV,18,4.4235342
2023-07-02,Noforecast,EV,19,4.4235342
2023-07-02,Noforecast,EV,20,4.4235342
2023-07-02,Noforecast,EV,21,6.9954678
2023-07-02,Noforecast,EV,22,6.9954678
2023-07-02,Noforecast,EV,23,6.9954678
2023-07-02,Noforecast,EV,24,6.9954678
2023-07-02,Noforecast,EV,25,8.8173408
2023-07-02,Noforecast,EV,26,9.7342638
