target_day,method,actual_session_count,forecast_session_count,matched_session_count,count_mae_per_charger,arrival_mae_slots,departure_mae_slots,energy_mae_kwh,arrival_upper_coverage,departure_lower_coverage,energy_upper_coverage
2023-09-14,Persistence,4.0,10.0,3.0,1.3333333333333333,15.666666666666666,22.333333333333332,3.3563333333333336,,,
2023-09-14,HistoricalMedian,4.0,11.0,3.0,1.5,15.0,21.0,3.0718333333333336,0.6666666666666666,0.6666666666666666,1.0
2023-09-14,ConformalRobust,4.0,11.0,3.0,1.5,20.666666666666668,16.333333333333332,5.049333333333333,,,
2023-09-15,Persistence,7.0,9.0,5.0,1.0,5.0,4.8,6.8172,,,
2023-09-15,HistoricalMedian,7.0,12.0,7.0,0.8333333333333334,6.285714285714286,10.0,7.375642857142857,0.8571428571428571,1.0,0.8571428571428571
2023-09-15,ConformalRobust,7.0,12.0,7.0,0.8333333333333334,17.571428571428573,11.714285714285714,10.386571428571429,,,
2023-09-16,Persistence,8.0,7.0,5.0,0.8333333333333334,18.2,14.2,6.524000000000001,,,
2023-09-16,HistoricalMedian,8.0,10.0,8.0,0.3333333333333333,16.5,16.625,5.5378125,0.875,0.875,0.875
2023-09-16,ConformalRobust,8.0,10.0,8.0,0.3333333333333333,15.25,11.125,9.08525,,,
2023-09-17,Persistence,7.0,7.0,4.0,1.0,4.25,9.75,10.9175,,,
2023-09-17,HistoricalMedian,7.0,7.0,6.0,0.3333333333333333,10.0,14.833333333333334,9.471666666666668,1.0,1.0,0.8333333333333334
2023-09-17,ConformalRobust,7.0,7.0,6.0,0.3333333333333333,25.0,20.5,10.461666666666666,,,
2023-09-18,Persistence,11.0,8.0,5.0,1.5,9.2,9.8,10.526,,,
2023-09-18,HistoricalMedian,11.0,9.0,7.0,1.0,7.0,9.142857142857142,5.7705714285714285,0.8571428571428571,1.0,1.0
2023-09-18,ConformalRobust,11.0,9.0,7.0,1.0,16.285714285714285,11.142857142857142,11.255285714285716,,,
2023-09-19,Persistence,12.0,7.0,6.0,1.1666666666666667,15.5,17.666666666666668,15.358833333333331,,,
2023-09-19,HistoricalMedian,12.0,8.0,7.0,1.0,10.142857142857142,16.0,9.54442857142857,0.8571428571428571,1.0,0.7142857142857143
2023-09-19,ConformalRobust,12.0,8.0,7.0,1.0,17.714285714285715,12.714285714285714,17.63957142857143,,,
2023-09-20,Persistence,11.0,9.0,6.0,1.3333333333333333,12.5,13.333333333333334,9.078666666666665,,,
2023-09-20,HistoricalMedian,11.0,10.0,8.0,0.8333333333333334,14.375,13.25,8.2555625,0.75,1.0,0.75
2023-09-20,ConformalRobust,11.0,10.0,8.0,0.8333333333333334,18.875,11.75,11.841125,,,
2023-09-21,Persistence,15.0,4.0,2.0,2.5,19.5,22.5,6.840500000000002,,,
2023-09-21,HistoricalMedian,15.0,10.0,8.0,1.5,9.375,15.375,10.58625,1.0,0.625,0.875
2023-09-21,ConformalRobust,15.0,10.0,8.0,1.5,20.375,15.75,8.78025,,,
2023-09-22,Persistence,12.0,7.0,5.0,1.5,17.2,11.8,12.2912,,,
2023-09-22,HistoricalMedian,12.0,10.0,7.0,1.3333333333333333,19.285714285714285,15.142857142857142,7.573357142857143,0.8571428571428571,0.8571428571428571,1.0
2023-09-22,ConformalRobust,12.0,10.0,7.0,1.3333333333333333,29.714285714285715,22.285714285714285,10.409,,,
2023-09-23,Persistence,8.0,8.0,6.0,0.6666666666666666,15.0,12.833333333333334,5.435666666666666,,,
2023-09-23,HistoricalMedian,8.0,9.0,7.0,0.5,10.142857142857142,8.714285714285714,7.708571428571429,1.0,1.0,0.7142857142857143
2023-09-23,ConformalRobust,8.0,9.0,7.0,0.5,17.428571428571427,10.857142857142858,13.372,,,
2023-09-24,Persistence,9.0,7.0,6.0,0.6666666666666666,16.833333333333332,14.833333333333334,9.4695,,,
2023-09-24,HistoricalMedian,9.0,7.0,6.0,0.6666666666666666,12.0,10.166666666666666,3.689916666666667,1.0,0.8333333333333334,1.0
2023-09-24,ConformalRobust,9.0,7.0,6.0,0.6666666666666666,20.666666666666668,16.833333333333332,5.430833333333333,,,
2023-09-25,Persistence,11.0,11.0,7.0,1.3333333333333333,9.285714285714286,5.0,7.563285714285715,,,
2023-09-25,HistoricalMedian,11.0,9.0,7.0,1.0,9.142857142857142,7.714285714285714,7.6038571428571435,1.0,1.0,0.8571428571428571
2023-09-25,ConformalRobust,11.0,9.0,7.0,1.0,18.714285714285715,12.714285714285714,10.696285714285713,,,
2023-09-26,Persistence,12.0,12.0,9.0,1.0,15.0,19.0,8.356666666666666,,,
2023-09-26,HistoricalMedian,12.0,10.0,8.0,1.0,10.25,12.75,4.091,0.875,0.875,1.0
2023-09-26,ConformalRobust,12.0,10.0,8.0,1.0,21.0,14.5,8.5555,,,
2023-09-27,Persistence,18.0,11.0,9.0,1.8333333333333333,12.333333333333334,12.333333333333334,8.543666666666667,,,
2023-09-27,HistoricalMedian,18.0,11.0,10.0,1.5,9.5,11.9,6.543550000000001,0.9,0.7,1.0
2023-09-27,ConformalRobust,18.0,11.0,10.0,1.5,20.9,15.9,7.0146,,,
2023-09-28,Persistence,11.0,15.0,11.0,0.6666666666666666,13.0,10.363636363636363,12.568272727272728,,,
2023-09-28,HistoricalMedian,11.0,10.0,7.0,1.1666666666666667,18.428571428571427,20.428571428571427,10.677285714285714,0.8571428571428571,0.7142857142857143,0.8571428571428571
2023-09-28,ConformalRobust,11.0,10.0,7.0,1.1666666666666667,25.428571428571427,21.0,11.253714285714285,,,
2023-09-29,Persistence,8.0,12.0,6.0,1.3333333333333333,22.833333333333332,18.166666666666668,7.568499999999999,,,
2023-09-29,HistoricalMedian,8.0,11.0,7.0,0.8333333333333334,9.857142857142858,9.142857142857142,6.326642857142857,0.8571428571428571,1.0,1.0
2023-09-29,ConformalRobust,8.0,11.0,7.0,0.8333333333333334,18.0,9.714285714285714,7.651571428571429,,,
2023-09-30,Persistence,14.0,8.0,8.0,1.0,6.5,7.25,5.647875,,,
2023-09-30,HistoricalMedian,14.0,8.0,8.0,1.0,7.75,6.75,7.7345,1.0,0.875,0.875
2023-09-30,ConformalRobust,14.0,8.0,8.0,1.0,22.75,13.625,10.255125,,,
