driver_id,session_start_time_la,session_end_time_la,total_energy_dispensed,station_name,port,type,AT,DT,ED
232821V,2023-06-28T00:39:48.0,2023-06-28T11:27:37.0,9.08,UCSD / CSC 5,1,weekday,0.65,11.45,3.026666666666667
32250151,2023-06-28T03:02:16.0,2023-06-28T05:47:06.0,10.441,UCSD / GILMAN 3-1,1,weekday,3.04,5.78,3.4803333333333337
22105421,2023-06-28T03:18:32.0,2023-06-28T06:05:29.0,16.302,UCSD / ECPS EAST,1,weekday,3.3,6.08,5.434
4282131,2023-06-28T04:31:04.0,2023-06-28T06:17:40.0,10.529,UCSD / CSC 1,2,weekday,4.52,6.28,3.5096666666666665
36492361,2023-06-28T05:17:48.0,2023-06-28T11:48:29.0,33.312,UCSD / BACHMAN EV1,2,weekday,5.29,11.8,11.104
38625911,2023-06-28T05:24:49.0,2023-06-28T16:12:47.0,32.865,UCSD / GILMAN 2-2,2,weekday,5.4,16.2,10.955
23466911,2023-06-28T05:25:20.0,2023-06-28T11:05:29.0,5.061,UCSD / GREENWICH 2,1,weekday,5.42,11.08,1.687
474747,2023-06-28T05:41:03.0,2023-06-28T07:37:26.0,6.151,UCSD / GILMAN 2-4,1,weekday,5.69,7.61,2.050333333333333
35796271,2023-06-28T05:46:56.0,2023-06-28T14:56:25.0,30.749,UCSD / BACHMAN EV2,1,weekday,5.77,14.93,10.249666666666666
27639511,2023-06-28T05:48:55.0,2023-06-28T10:18:33.0,26.236,UCSD / NUEVO WEST 1-3,1,weekday,5.8,10.3,8.745333333333333
34016141,2023-06-28T05:49:12.0,2023-06-28T10:12:25.0,24.522,UCSD / KECK,1,weekday,5.82,10.19,8.174
24426981,2023-06-28T05:54:28.0,2023-06-28T15:24:38.0,4.666,UCSD / ARBOR PARKING 6,2,weekday,5.9,15.4,1.5553333333333335
27535291,2023-06-28T05:58:22.0,2023-06-28T14:33:15.0,51.123,UCSD / NUEVO WEST 1-1,2,weekday,5.97,14.55,17.041
22944681,2023-06-28T06:00:14.0,2023-06-28T07:35:02.0,6.816,UCSD / GILMAN 3-1,2,weekday,6.0,7.58,2.272
3090841,2023-06-28T06:13:56.0,2023-06-28T07:35:04.0,4.96,UCSD / GREENWICH 2,2,weekday,6.22,7.58,1.6533333333333333
34702721,2023-06-28T06:17:42.0,2023-06-28T16:48:53.0,39.399,UCSD / ECPS EAST,1,weekday,6.29,16.8,13.133000000000001
751315,2023-06-28T06:22:13.0,2023-06-28T15:33:09.0,5.254,UCSD / ATHENA EV1,1,weekday,6.37,15.55,1.7513333333333332
33654581,2023-06-28T06:23:23.0,2023-06-28T14:15:14.0,6.2,UCSD / ATHENA EV2,1,weekday,6.39,14.25,2.066666666666667
