driver_id,session_start_time_la,session_end_time_la,total_energy_dispensed,station_name,port,type,AT,DT,ED
35561711,2023-06-30T00:15:31.0,2023-06-30T12:57:24.0,13.398,UCSD / NUEVO WEST 3-3,2,weekday,0.25,12.95,13.398
32250151,2023-06-30T02:59:54.0,2023-06-30T05:45:12.0,10.557,UCSD / GILMAN 3-1,2,weekday,2.99,5.75,10.557
38806951,2023-06-30T05:11:12.0,2023-06-30T13:54:45.0,36.24,UCSD / OSLER 4-2,2,weekday,5.19,13.9,36.24
36492361,2023-06-30T05:23:19.0,2023-06-30T10:44:24.0,23.769,UCSD / BACHMAN EV2,1,weekday,5.39,10.73,23.769
38010121,2023-06-30T05:25:35.0,2023-06-30T10:12:47.0,5.34,UCSD / ARBOR PARKING 6,1,weekday,5.42,10.19,5.34
38625911,2023-06-30T05:26:34.0,2023-06-30T08:14:26.0,15.859,UCSD / GILMAN 2-2,2,weekday,5.44,8.23,15.859
474747,2023-06-30T05:40:04.0,2023-06-30T07:44:29.0,11.749,UCSD / GILMAN 2-4,1,weekday,5.67,7.73,11.749
40086061,2023-06-30T05:40:24.0,2023-06-30T07:36:23.0,6.605,UCSD / ECPS WEST,1,weekday,5.67,7.6,6.605
27535291,2023-06-30T05:56:21.0,2023-06-30T14:39:25.0,35.27,UCSD / NUEVO WEST 1-1,2,weekday,5.94,14.65,35.27
22944681,2023-06-30T05:56:22.0,2023-06-30T07:23:10.0,4.325,UCSD / GILMAN 3-1,2,weekday,5.94,7.38,4.325
34702721,2023-06-30T06:13:39.0,2023-06-30T12:57:49.0,40.11,UCSD / ATHENA EV1,2,weekday,6.22,12.95,40.11
1894421,2023-06-30T06:18:27.0,2023-06-30T18:30:39.0,3.344,UCSD / NUEVO WEST 1-3,1,weekday,6.3,18.5,3.344
767485,2023-06-30T06:29:35.0,2023-06-30T07:54:22.0,8.326,UCSD / SIO P001 1,2,weekday,6.49,7.9,8.326
27853421,2023-06-30T06:31:20.0,2023-06-30T17:40:38.0,28.447,UCSD / ECPS WEST,2,weekday,6.52,17.66,28.447
305881,2023-06-30T06:31:50.0,2023-06-30T15:52:41.0,46.894,UCSD / ARBOR PARKING 6,2,weekday,6.52,15.86,46.894
240869,2023-06-30T06:33:48.0,2023-06-30T09:30:12.0,5.224,UCSD / PANGEA 5-2,2,weekday,6.55,9.5,5.224
612019,2023-06-30T06:35:01.0,2023-06-30T14:32:34.0,10.894,UCSD / ATHENA EV6,1,weekday,6.59,14.53,10.894
38524791,2023-06-30T06:39:44.0,2023-06-30T19:06:21.0,5.061,UCSD / ATHENA EV2,2,weekday,6.65,19.1,5.061
26267131,2023-06-30T06:44:15.0,2023-06-30T15:45:36.0,54.187,UCSD / NUEVO WEST 2-1,1,weekday,6.74,15.75,54.187
31676571,2023-06-30T06:46:47.0,2023-06-30T11:57:24.0,29.735,UCSD / SOM P602 1,2,weekday,6.77,11.95,29.735
25136031,2023-06-30T06:50:55.0,2023-06-30T19:31:58.0,11.693,UCSD / PANGEA 5-2,1,weekday,6.84,19.51,11.693
679471,2023-06-30T06:52:19.0,2023-06-30T13:45:15.0,7.031,UCSD / BACHMAN EV2,2,weekday,6.87,13.75,7.031
35269321,2023-06-30T06:54:50.0,2023-06-30T12:22:34.0,32.367,UCSD / OSLER 4-1,1,weekday,6.9,12.36,32.367
39769451,2023-06-30T06:58:14.0,2023-06-30T12:05:09.0,15.368,UCSD / NUEVO WEST 1-5,2,weekday,6.97,12.08,15.368
35365681,2023-06-30T07:01:39.0,2023-06-30T14:56:32.0,47.06,UCSD / OSLER 2-3,1,weekday,7.02,14.93,47.06
40087691,2023-06-30T07:02:00.0,2023-06-30T10:44:47.0,23.019,UCSD / SCHOLARS - 12,1,weekday,7.04,10.73,23.019
38268171,2023-06-30T07:02:51.0,2023-06-30T14:49:33.0,45.33,UCSD / SOM P602 2,2,weekday,7.04,14.81,45.33
40087681,2023-06-30T07:03:14.0,2023-06-30T12:01:34.0,29.325,UCSD / GILMAN 2-3,1,weekday,7.05,12.01,29.325
4572741,2023-06-30T07:07:36.0,2023-06-30T08:41:21.0,9.417,UCSD / FACULTY CLUB,2,weekday,7.12,8.68,9.417
615353,2023-06-30T07:09:49.0,2023-06-30T09:32:04.0,10.695,UCSD / RADY P357 2,2,weekday,7.15,9.53,10.695
1015241,2023-06-30T07:10:54.0,2023-06-30T10:17:24.0,10.289,UCSD / ATHENA EV5,1,weekday,7.17,10.28,10.289
24934161,2023-06-30T07:13:42.0,2023-06-30T09:12:26.0,11.596,UCSD / RADY P357 3,1,weekday,7.22,9.19,11.596
3388621,2023-06-30T07:17:13.0,2023-06-30T12:03:28.0,15.486,UCSD / RADY P357 1,1,weekday,7.29,12.05,15.486
3111901,2023-06-30T07:17:25.0,2023-06-30T12:14:21.0,10.936,UCSD / NUEVO WEST 3-4,2,weekday,7.29,12.23,10.936
4080041,2023-06-30T07:19:06.0,2023-06-30T16:39:54.0,5.73,UCSD SCRIPPS / A04 A05,2,weekday,7.32,16.64,5.73
3920521,2023-06-30T07:20:32.0,2023-06-30T10:21:27.0,9.994,UCSD / ATHENA EV6,2,weekday,7.34,10.35,9.994
2901771,2023-06-30T07:33:09.0,2023-06-30T15:51:12.0,13.593,UCSD / NUEVO WEST 1-8,2,weekday,7.55,15.85,13.593
33942921,2023-06-30T07:36:31.0,2023-06-30T17:01:00.0,49.661,UCSD / P610 2,1,weekday,7.6,17.01,49.661
20438531,2023-06-30T07:39:11.0,2023-06-30T18:29:31.0,19.231,UCSD / NUEVO WEST 1-3,2,weekday,7.65,18.48,19.231
36869221,2023-06-30T07:39:55.0,2023-06-30T14:06:38.0,16.017,UCSD / ECPS WEST,1,weekday,7.65,14.1,16.017
27796061,2023-06-30T07:41:31.0,2023-06-30T16:30:34.0,18.961,UCSD / ATHENA EV4,2,weekday,7.69,16.5,18.961
37780881,2023-06-30T07:43:19.0,2023-06-30T11:00:58.0,19.937,UCSD / SOM P602 2,1,weekday,7.72,11.0,19.937
24790961,2023-06-30T07:43:22.0,2023-06-30T16:05:13.0,5.807,UCSD / SOM P602 1,1,weekday,7.72,16.08,5.807
20229171,2023-06-30T07:52:27.0,2023-06-30T14:27:33.0,31.603,UCSD / P610 1,2,weekday,7.87,14.45,31.603
37235971,2023-06-30T07:52:49.0,2023-06-30T11:58:37.0,9.802,UCSD / ARBOR PARKING 2,2,weekday,7.87,11.96,9.802
560969,2023-06-30T07:54:04.0,2023-06-30T09:55:26.0,6.014,UCSD / ATHENA EV4,1,weekday,7.9,9.91,6.014
34444831,2023-06-30T07:55:28.0,2023-06-30T14:19:34.0,11.557,UCSD / ECPS EAST,1,weekday,7.92,14.31,11.557
232671V,2023-06-30T07:55:40.0,2023-06-30T10:23:14.0,8.158,UCSD / SIO P001 2,2,weekday,7.92,10.38,8.158
21909361,2023-06-30T07:55:51.0,2023-06-30T13:01:16.0,12.792,UCSD / ATHENA EV5,2,weekday,7.92,13.01,12.792
322627,2023-06-30T08:00:58.0,2023-06-30T14:19:28.0,8.07,UCSD SCRIPPS / A04 A05,1,weekday,8.0,14.31,8.07
1058491,2023-06-30T08:03:50.0,2023-06-30T16:08:21.0,33.336,UCSD / OSLER 2-2,1,weekday,8.06,16.13,33.336
34988321,2023-06-30T08:04:58.0,2023-06-30T09:48:11.0,7.822,UCSD / P610 1,1,weekday,8.07,9.8,7.822
34109411,2023-06-30T08:07:03.0,2023-06-30T16:37:56.0,48.595,UCSD / SCHOLARS - 01,2,weekday,8.12,16.61,48.595
33883821,2023-06-30T08:09:47.0,2023-06-30T16:28:10.0,14.552,UCSD / P610 2,2,weekday,8.15,16.46,14.552
39468571,2023-06-30T08:10:18.0,2023-06-30T14:15:18.0,21.605,UCSD / SCHOLARS - 03,2,weekday,8.17,14.25,21.605
33881941,2023-06-30T08:14:04.0,2023-06-30T12:54:48.0,11.112,UCSD / ARBOR PARKING 2,1,weekday,8.24,12.9,11.112
2034371,2023-06-30T08:14:41.0,2023-06-30T17:52:07.0,6.164,UCSD / NUEVO WEST 2-2,2,weekday,8.24,17.86,6.164
24419531,2023-06-30T08:19:29.0,2023-06-30T13:28:34.0,18.334,UCSD / NUEVO WEST 2-3,2,weekday,8.32,13.46,18.334
27872241,2023-06-30T08:26:43.0,2023-06-30T17:28:43.0,41.663,UCSD / GREENWICH 2,1,weekday,8.44,17.46,41.663
27832521,2023-06-30T08:30:23.0,2023-06-30T12:55:59.0,26.866,UCSD / NUEVO WEST 1-4,1,weekday,8.5,12.91,26.866
573301,2023-06-30T08:33:09.0,2023-06-30T10:14:15.0,5.625,UCSD / GILMAN 2-4,1,weekday,8.56,10.23,5.625
35893241,2023-06-30T08:38:11.0,2023-06-30T14:22:57.0,27.424,UCSD / KECK,2,weekday,8.64,14.36,27.424
21780741,2023-06-30T08:39:38.0,2023-06-30T14:33:48.0,28.883,UCSD / SCHOLARS - 13,1,weekday,8.65,14.55,28.883
25860111,2023-06-30T08:41:12.0,2023-06-30T11:34:31.0,5.313,UCSD / OSLER 3-2,1,weekday,8.69,11.56,5.313
3433541,2023-06-30T08:42:21.0,2023-06-30T11:09:56.0,11.535,UCSD / TORREYPINES C1,1,weekday,8.7,11.15,11.535
30028761,2023-06-30T08:46:20.0,2023-06-30T15:05:05.0,39.032,UCSD / TORREYPINES S1,1,weekday,8.77,15.08,39.032
20705191,2023-06-30T08:47:20.0,2023-06-30T12:36:25.0,3.725,UCSD / SCHOLARS - 14,2,weekday,8.79,12.6,3.725
4698501,2023-06-30T08:48:03.0,2023-06-30T15:06:31.0,22.601,UCSD / RADY P357 1,2,weekday,8.81,15.1,22.601
19931801,2023-06-30T08:49:22.0,2023-06-30T17:59:45.0,12.736,UCSD / NUEVO WEST 3-2,2,weekday,8.82,17.98,12.736
28435721,2023-06-30T08:49:41.0,2023-06-30T15:24:33.0,11.948,UCSD / P610 3,1,weekday,8.82,15.4,11.948
23502211,2023-06-30T08:54:22.0,2023-06-30T14:00:56.0,17.02,UCSD / OSLER 2-4,1,weekday,8.9,14.0,17.02
