driver_id,session_start_time_la,session_end_time_la,total_energy_dispensed,station_name,port,type,AT,DT,ED
20164061,2023-06-18T00:04:01.0,2023-06-18T01:31:34.0,4.493,UCSD / SOM P602 1,2,weekend,0.07,1.51,1.4976666666666667
39057741,2023-06-18T00:35:44.0,2023-06-18T00:55:24.0,1.925,UCSD / UCSD MIRAMAR S1,2,weekend,0.59,0.91,0.6416666666666667
39526921,2023-06-18T01:17:36.0,2023-06-18T12:02:01.0,63.846,UCSD / NUEVO WEST 3-4,1,weekend,1.29,12.03,21.282
32250151,2023-06-18T01:56:36.0,2023-06-18T04:40:02.0,12.807,UCSD / GILMAN 3-1,2,weekend,1.94,4.66,4.269
26442961,2023-06-18T05:08:02.0,2023-06-18T18:32:11.0,6.034,UCSD / CSC 1,1,weekend,5.14,18.53,2.0113333333333334
24593881,2023-06-18T05:36:01.0,2023-06-18T20:51:20.0,11.784,UCSD / CSC 1,2,weekend,5.6,20.85,3.9280000000000004
33654581,2023-06-18T06:16:58.0,2023-06-18T13:29:16.0,6.151,UCSD / ATHENA EV2,1,weekend,6.27,13.48,2.050333333333333
32335361,2023-06-18T06:23:25.0,2023-06-18T18:58:49.0,5.777,UCSD / ARBOR PARKING 6,1,weekend,6.39,18.96,1.9256666666666666
26563421,2023-06-18T06:24:33.0,2023-06-18T19:35:59.0,13.603,UCSD / BACHMAN EV1,2,weekend,6.4,19.58,4.5343333333333335
3090841,2023-06-18T06:45:11.0,2023-06-18T10:02:34.0,10.698,UCSD / GREENWICH 2,1,weekend,6.75,10.03,3.5660000000000003
19794811,2023-06-18T06:48:38.0,2023-06-18T12:49:38.0,14.318,UCSD / ARBOR PARKING 5,2,weekend,6.8,12.81,4.772666666666667
4871631,2023-06-18T06:57:02.0,2023-06-18T10:27:25.0,21.027,UCSD / SCHOLARS - 08,2,weekend,6.95,10.45,7.009
26133641,2023-06-18T07:02:08.0,2023-06-18T11:30:59.0,27.795,UCSD / SCHOLARS - 03,1,weekend,7.04,11.5,9.265
584935,2023-06-18T07:12:45.0,2023-06-18T10:44:44.0,20.439,UCSD / GILMAN 2-2,2,weekend,7.2,10.73,6.813
27814961,2023-06-18T07:15:50.0,2023-06-18T16:10:36.0,50.251,UCSD / GILMAN 2-1,1,weekend,7.25,16.16,16.750333333333334
38654571,2023-06-18T07:17:24.0,2023-06-18T11:09:03.0,23.726,UCSD / TORREYPINES S3,1,weekend,7.29,11.15,7.908666666666666
23769291,2023-06-18T07:33:48.0,2023-06-18T17:50:40.0,50.586,UCSD / ECPS EAST,1,weekend,7.55,17.83,16.862
1137781,2023-06-18T07:34:49.0,2023-06-18T10:57:35.0,6.239,UCSD / SCHOLARS - 01,2,weekend,7.57,10.95,2.0796666666666668
34166441,2023-06-18T07:51:22.0,2023-06-18T19:20:24.0,48.514,UCSD / GREENWICH 1,2,weekend,7.85,19.33,16.171333333333333
28180351,2023-06-18T08:22:44.0,2023-06-18T09:56:43.0,8.773,UCSD / TORREYPINES S4,2,weekend,8.37,9.93,2.9243333333333332
28075951,2023-06-18T08:23:02.0,2023-06-18T12:09:52.0,13.329,UCSD / ATHENA EV1,2,weekend,8.39,12.15,4.4430000000000005
25963071,2023-06-18T08:23:41.0,2023-06-18T08:52:40.0,2.942,UCSD / SCHOLARS - 03,2,weekend,8.39,8.86,0.9806666666666667
30414201,2023-06-18T08:27:32.0,2023-06-18T10:34:07.0,4.458,UCSD / SCHOLARS - 14,1,weekend,8.45,10.56,1.486
31931101,2023-06-18T08:28:02.0,2023-06-18T10:54:56.0,14.1,UCSD / PANGEA 5-2,1,weekend,8.47,10.9,4.7
20308691,2023-06-18T08:36:55.0,2023-06-18T14:49:50.0,30.829,UCSD / SCHOLARS - 13,1,weekend,8.6,14.81,10.276333333333334
232911V,2023-06-18T08:39:59.0,2023-06-18T21:17:36.0,1.861,UCSD / P703 2,1,weekend,8.65,21.28,0.6203333333333333
25963071,2023-06-18T09:11:19.0,2023-06-18T10:19:51.0,7.069,UCSD / SCHOLARS - 03,2,weekend,9.19,10.31,2.356333333333333
22778781,2023-06-18T09:13:49.0,2023-06-18T10:46:35.0,6.62,UCSD / ATHENA EV5,2,weekend,9.22,10.76,2.2066666666666666
1306301,2023-06-18T09:15:10.0,2023-06-18T11:17:35.0,5.435,UCSD / HUBBS HALL 1,1,weekend,9.25,11.28,1.8116666666666665
459109,2023-06-18T09:37:55.0,2023-06-18T11:43:54.0,11.639,UCSD / BIRCH AQUARIUM,1,weekend,9.62,11.71,3.8796666666666666
612049,2023-06-18T09:47:30.0,2023-06-18T10:57:47.0,1.208,UCSD / ECPS EAST,2,weekend,9.79,10.95,0.4026666666666667
33180631,2023-06-18T09:57:19.0,2023-06-18T13:58:44.0,2.048,UCSD / ATHENA EV5,1,weekend,9.95,13.96,0.6826666666666666
39665641,2023-06-18T10:02:15.0,2023-06-18T11:27:17.0,8.763,UCSD / NUEVO WEST 1-4,2,weekend,10.04,11.45,2.921
22029551,2023-06-18T10:15:40.0,2023-06-18T12:26:34.0,6.801,UCSD / ECPS WEST,1,weekend,10.25,12.43,2.267
39716811,2023-06-18T10:23:50.0,2023-06-18T15:11:34.0,14.914,UCSD / ATHENA EV4,1,weekend,10.39,15.18,4.971333333333333
39513461,2023-06-18T10:25:12.0,2023-06-18T15:26:34.0,16.725,UCSD / ATHENA EV4,2,weekend,10.42,15.43,5.575
30692451,2023-06-18T10:31:56.0,2023-06-18T20:28:43.0,56.589,UCSD / SCHOLARS - 02,1,weekend,10.52,20.46,18.863
19931801,2023-06-18T10:35:57.0,2023-06-18T13:25:50.0,13.959,UCSD / NUEVO WEST 3-3,2,weekend,10.59,13.41,4.653
30739311,2023-06-18T10:39:23.0,2023-06-18T12:57:32.0,11.607,UCSD / P610 1,1,weekend,10.65,12.95,3.8689999999999998
233001V,2023-06-18T10:54:55.0,2023-06-18T15:50:45.0,18.408,UCSD / ATHENA EV5,2,weekend,10.9,15.83,6.136
34763571,2023-06-18T11:00:45.0,2023-06-18T12:53:40.0,10.855,UCSD / MESA NUEVO 2,1,weekend,11.0,12.88,3.6183333333333336
34563241,2023-06-18T11:12:34.0,2023-06-18T14:35:39.0,17.836,UCSD / GILMAN 2-2,2,weekend,11.2,14.58,5.945333333333333
26357541,2023-06-18T11:14:31.0,2023-06-18T14:41:10.0,9.921,UCSD / SCHOLARS - 08,2,weekend,11.24,14.68,3.307
36699611,2023-06-18T11:31:50.0,2023-06-18T13:16:36.0,8.607,UCSD / P610 3,2,weekend,11.52,13.26,2.8689999999999998
716615,2023-06-18T11:51:51.0,2023-06-18T14:00:17.0,2.178,UCSD / BIRCH AQUARIUM,2,weekend,11.85,14.0,0.726
25743001,2023-06-18T11:54:34.0,2023-06-18T13:30:40.0,5.839,UCSD / BIRCH AQUARIUM,1,weekend,11.9,13.5,1.9463333333333335
39718251,2023-06-18T12:09:00.0,2023-06-18T14:49:34.0,16.24,UCSD / HUBBS HALL 1,1,weekend,12.15,14.81,5.413333333333333
31170061,2023-06-18T12:09:02.0,2023-06-18T14:58:42.0,17.793,UCSD / SCHOLARS - 09,1,weekend,12.15,14.96,5.931
35893241,2023-06-18T12:14:22.0,2023-06-18T14:39:16.0,11.514,UCSD / KECK,1,weekend,12.24,14.65,3.8379999999999996
35855871,2023-06-18T12:15:16.0,2023-06-18T12:57:34.0,3.658,UCSD / NUEVO WEST 3-4,2,weekend,12.25,12.95,1.2193333333333334
2585491,2023-06-18T12:33:53.0,2023-06-18T13:52:51.0,2.73,UCSD / HUBBS HALL 1,2,weekend,12.55,13.86,0.91
26788681,2023-06-18T13:03:23.0,2023-06-18T13:34:35.0,2.253,UCSD / OSLER 3-3,2,weekend,13.05,13.56,0.751
28656411,2023-06-18T13:09:01.0,2023-06-18T15:35:14.0,10.55,UCSD / SCHOLARS - 07,2,weekend,13.15,15.58,3.516666666666667
35855871,2023-06-18T13:09:09.0,2023-06-18T14:39:33.0,8.876,UCSD / SOM P602 2,2,weekend,13.15,14.65,2.9586666666666663
35343511,2023-06-18T13:24:30.0,2023-06-18T16:58:51.0,21.155,UCSD / SCHOLARS - 01,2,weekend,13.4,16.96,7.051666666666667
