driver_id,session_start_time_la,session_end_time_la,total_energy_dispensed,station_name,port,type,AT,DT,ED
34420511,2023-07-02T00:29:47.0,2023-07-02T12:28:01.0,35.285,UCSD / NUEVO WEST 3-2,2,weekend,0.49,12.46,35.285
39526921,2023-07-02T00:36:51.0,2023-07-02T19:58:42.0,32.909,UCSD / NUEVO WEST 3-3,2,weekend,0.6,19.96,32.909
23850911,2023-07-02T04:54:02.0,2023-07-02T12:30:04.0,27.006,UCSD / ECPS EAST,2,weekend,4.91,12.5,27.006
4248721,2023-07-02T05:52:33.0,2023-07-02T18:37:45.0,19.504,UCSD / ECPS WEST,1,weekend,5.87,18.61,19.504
32462621,2023-07-02T06:03:33.0,2023-07-02T14:25:56.0,8.94,UCSD / ECPS EAST,1,weekend,6.05,14.41,8.94
20630511,2023-07-02T06:36:08.0,2023-07-02T13:46:14.0,2.71,UCSD / ARBOR PARKING 2,2,weekend,6.6,13.76,2.71
1550991,2023-07-02T06:50:03.0,2023-07-02T12:38:47.0,9.837,UCSD / ECPS WEST,2,weekend,6.84,12.63,9.837
1015241,2023-07-02T06:57:54.0,2023-07-02T09:59:55.0,13.393,UCSD / ATHENA EV4,2,weekend,6.95,9.98,13.393
27814961,2023-07-02T07:16:09.0,2023-07-02T16:07:09.0,30.907,UCSD / GILMAN 2-3,2,weekend,7.27,16.11,30.907
20285561,2023-07-02T07:25:54.0,2023-07-02T17:51:00.0,6.152,UCSD / SOM P602 1,2,weekend,7.42,17.85,6.152
3862221,2023-07-02T07:27:30.0,2023-07-02T12:07:54.0,13.368,UCSD / PANGEA 5-2,2,weekend,7.45,12.11,13.368
37199141,2023-07-02T07:39:50.0,2023-07-02T11:16:49.0,1.155,UCSD / OSLER 3-2,1,weekend,7.65,11.26,1.155
612049,2023-07-02T07:40:40.0,2023-07-02T10:11:06.0,2.823,UCSD / BACHMAN EV2,1,weekend,7.67,10.18,2.823
29436171,2023-07-02T07:50:13.0,2023-07-02T09:58:56.0,12.935,UCSD / RADY P357 3,1,weekend,7.84,9.96,12.935
24934161,2023-07-02T07:50:50.0,2023-07-02T10:28:45.0,15.328,UCSD / RADY P357 5,2,weekend,7.84,10.46,15.328
671481,2023-07-02T08:01:27.0,2023-07-02T09:27:46.0,4.257,UCSD / ATHENA EV4,1,weekend,8.02,9.44,4.257
35171291,2023-07-02T08:03:12.0,2023-07-02T11:50:47.0,21.693,UCSD / RADY P357 1,1,weekend,8.06,11.83,21.693
26680181,2023-07-02T08:34:49.0,2023-07-02T16:03:27.0,5.118,UCSD / NUEVO WEST 1-1,1,weekend,8.57,16.05,5.118
642207,2023-07-02T08:37:28.0,2023-07-02T09:26:50.0,4.22,UCSD / GREENWICH 1,2,weekend,8.62,9.43,4.22
25673461,2023-07-02T08:57:40.0,2023-07-02T16:22:41.0,14.796,UCSD / ATHENA EV5,1,weekend,8.95,16.36,14.796
27892541,2023-07-02T09:10:09.0,2023-07-02T13:43:03.0,18.462,UCSD / OSLER 2-4,2,weekend,9.17,13.71,18.462
31989941,2023-07-02T09:11:44.0,2023-07-02T10:46:17.0,9.802,UCSD / SIO P001 1,1,weekend,9.19,10.76,9.802
37443141,2023-07-02T09:14:36.0,2023-07-02T11:09:36.0,6.98,UCSD / BIRCH AQUARIUM,1,weekend,9.24,11.15,6.98
36373201,2023-07-02T09:25:50.0,2023-07-02T11:03:47.0,4.789,UCSD / BIRCH AQUARIUM,2,weekend,9.42,11.05,4.789
40148111,2023-07-02T09:51:16.0,2023-07-02T11:15:20.0,8.165,UCSD / MESA NUEVO 5,1,weekend,9.85,11.25,8.165
22778781,2023-07-02T09:53:22.0,2023-07-02T16:48:03.0,9.081,UCSD / ATHENA EV2,1,weekend,9.89,16.8,9.081
24707721,2023-07-02T10:02:59.0,2023-07-02T14:07:07.0,13.799,UCSD / GREENWICH 1,1,weekend,10.04,14.11,13.799
34495901,2023-07-02T10:05:07.0,2023-07-02T11:44:47.0,5.294,UCSD / RADY P357 3,2,weekend,10.09,11.73,5.294
31982861,2023-07-02T10:06:52.0,2023-07-02T10:54:48.0,2.387,UCSD / OSLER 3-3,2,weekend,10.1,10.9,2.387
37186031,2023-07-02T10:08:32.0,2023-07-02T11:53:48.0,6.645,UCSD / ARBOR PARKING 2,1,weekend,10.14,11.88,6.645
4118,2023-07-02T10:13:58.0,2023-07-02T12:39:46.0,7.916,UCSD / RADY P357 2,1,weekend,10.22,12.65,7.916
33827531,2023-07-02T10:26:17.0,2023-07-02T12:01:16.0,5.147,UCSD / SIO P001 2,2,weekend,10.44,12.01,5.147
34090381,2023-07-02T10:26:36.0,2023-07-02T12:15:48.0,5.564,UCSD / OSLER 4-2,1,weekend,10.44,12.25,5.564
570315,2023-07-02T10:31:13.0,2023-07-02T11:41:52.0,6.55,UCSD / RADY P357 5,2,weekend,10.52,11.68,6.55
2271931,2023-07-02T10:37:25.0,2023-07-02T21:27:41.0,1.02,UCSD / GILMAN 2-3,1,weekend,10.62,21.45,1.02
2585491,2023-07-02T10:48:20.0,2023-07-02T12:36:46.0,10.825,UCSD / HUBBS HALL 1,2,weekend,10.8,12.6,10.825
642207,2023-07-02T10:49:08.0,2023-07-02T11:53:46.0,5.536,UCSD / GREENWICH 2,1,weekend,10.82,11.88,5.536
40069811,2023-07-02T10:50:21.0,2023-07-02T12:55:23.0,4.514,UCSD / RADY P357 2,2,weekend,10.84,12.91,4.514
38764541,2023-07-02T11:01:15.0,2023-07-02T13:03:28.0,5.022,UCSD / RADY P357 1,2,weekend,11.02,13.05,5.022
3824871,2023-07-02T11:11:33.0,2023-07-02T11:37:49.0,1.124,UCSD / GILMAN 2-2,1,weekend,11.19,11.61,1.124
19931801,2023-07-02T11:39:11.0,2023-07-02T18:27:04.0,14.625,UCSD / NUEVO WEST 3-2,1,weekend,11.65,18.45,14.625
3082121,2023-07-02T11:41:59.0,2023-07-02T14:32:47.0,16.882,UCSD / RADY P357 3,1,weekend,11.69,14.53,16.882
40172211,2023-07-02T12:04:23.0,2023-07-02T13:36:56.0,7.65,UCSD / BIRCH AQUARIUM,1,weekend,12.07,13.6,7.65
26766341,2023-07-02T12:06:39.0,2023-07-02T14:21:58.0,6.866,UCSD / GILMAN 2-2,2,weekend,12.1,14.35,6.866
1066451,2023-07-02T12:07:34.0,2023-07-02T19:04:50.0,8.869,UCSD / TORREYPINES S4,2,weekend,12.12,19.06,8.869
35492091,2023-07-02T12:11:33.0,2023-07-02T16:55:48.0,26.64,UCSD / GILMAN 3-1,1,weekend,12.19,16.91,26.64
26039711,2023-07-02T12:13:45.0,2023-07-02T13:19:51.0,6.063,UCSD / OSLER 3-1,2,weekend,12.22,13.31,6.063
257211V,2023-07-02T12:44:42.0,2023-07-02T16:12:48.0,3.498,UCSD / RADY P357 1,1,weekend,12.74,16.2,3.498
23506041,2023-07-02T12:49:14.0,2023-07-02T15:36:33.0,5.897,UCSD / BACHMAN EV2,2,weekend,12.82,15.6,5.897
36805361,2023-07-02T13:14:36.0,2023-07-02T16:42:49.0,14.819,UCSD / BIRCH AQUARIUM,2,weekend,13.24,16.7,14.819
33760841,2023-07-02T13:19:40.0,2023-07-02T15:06:36.0,10.929,UCSD / RADY P357 1,2,weekend,13.32,15.1,10.929
23644601,2023-07-02T13:20:18.0,2023-07-02T17:34:07.0,11.436,UCSD / RADY P357 2,2,weekend,13.34,17.56,11.436
164123,2023-07-02T13:37:01.0,2023-07-02T16:42:52.0,4.949,UCSD / OSLER 4-1,2,weekend,13.62,16.7,4.949
693759,2023-07-02T13:40:06.0,2023-07-02T19:15:17.0,5.513,UCSD / ARBOR PARKING 2,1,weekend,13.67,19.25,5.513
3509181,2023-07-02T13:41:35.0,2023-07-02T16:58:50.0,19.602,UCSD / OSLER 3-3,2,weekend,13.69,16.96,19.602
30627421,2023-07-02T13:46:56.0,2023-07-02T16:17:52.0,14.524,UCSD / OSLER 4-3,1,weekend,13.77,16.28,14.524
35214371,2023-07-02T13:48:19.0,2023-07-02T22:38:38.0,51.625,UCSD / NUEVO WEST 1-7,2,weekend,13.8,22.63,51.625
40176471,2023-07-02T13:50:05.0,2023-07-02T15:19:48.0,4.363,UCSD / BIRCH AQUARIUM,1,weekend,13.84,15.31,4.363
31943771,2023-07-02T13:57:10.0,2023-07-02T15:24:51.0,8.442,UCSD / OSLER 4-2,1,weekend,13.95,15.4,8.442
2791781,2023-07-02T14:30:40.0,2023-07-02T15:19:51.0,4.391,UCSD / GILMAN 2-1,2,weekend,14.5,15.31,4.391
27083401,2023-07-02T15:05:42.0,2023-07-02T18:00:08.0,11.045,UCSD / SIO P001 2,1,weekend,15.09,18.0,11.045
19776061,2023-07-02T15:22:40.0,2023-07-02T17:36:14.0,13.713,UCSD / SIO P001 1,2,weekend,15.37,17.6,13.713
50603,2023-07-02T15:27:15.0,2023-07-02T17:50:28.0,14.738,UCSD / SIO P001 2,2,weekend,15.45,17.83,14.738
34211141,2023-07-02T16:10:23.0,2023-07-02T17:29:17.0,4.36,UCSD / SIO P001 1,1,weekend,16.17,17.48,4.36
36699611,2023-07-02T16:34:56.0,2023-07-02T17:16:38.0,4.321,UCSD / P610 3,1,weekend,16.57,17.26,4.321
25042781,2023-07-02T16:35:44.0,2023-07-02T20:01:59.0,20.25,UCSD / GILMAN 2-4,2,weekend,16.59,20.01,20.25
26745011,2023-07-02T17:04:16.0,2023-07-02T17:19:56.0,1.548,UCSD / SCHOLARS - 11,2,weekend,17.07,17.31,1.548
30151591,2023-07-02T17:07:37.0,2023-07-02T18:05:29.0,5.714,UCSD / SCHOLARS - 12,1,weekend,17.12,18.08,5.714
33173631,2023-07-02T17:13:50.0,2023-07-02T21:31:35.0,25.868,UCSD / SCHOLARS - 08,2,weekend,17.22,21.51,25.868
3460751,2023-07-02T17:54:51.0,2023-07-02T21:45:51.0,11.316,UCSD / BIRCH AQUARIUM,1,weekend,17.9,21.75,11.316
776157,2023-07-02T17:59:49.0,2023-07-02T19:08:49.0,6.411,UCSD / KECK,2,weekend,17.99,19.13,6.411
1976281,2023-07-02T18:13:23.0,2023-07-02T21:46:52.0,2.578,UCSD / OSLER 3-2,2,weekend,18.22,21.76,2.578
612049,2023-07-02T18:40:32.0,2023-07-02T19:43:40.0,1.376,UCSD / SIO P001 1,1,weekend,18.67,19.71,1.376
21173871,2023-07-02T19:03:37.0,2023-07-02T20:18:25.0,7.75,UCSD / SCHOLARS - 07,1,weekend,19.05,20.3,7.75
25747631,2023-07-02T19:06:39.0,2023-07-02T21:42:50.0,8.066,UCSD / OSLER 3-1,2,weekend,19.11,21.7,8.066
40067641,2023-07-02T19:07:39.0,2023-07-02T23:25:45.0,16.176,UCSD / NUEVO WEST 1-6,2,weekend,19.12,23.41,16.176
25400561,2023-07-02T19:41:49.0,2023-07-02T22:35:04.0,5.988,UCSD / NUEVO WEST 3-2,2,weekend,19.69,22.58,5.988
40188691,2023-07-02T21:38:54.0,2023-07-02T23:01:03.0,4.344,UCSD / MESA NUEVO 5,1,weekend,21.64,23.01,4.344
