task,model,comparison_scope,entity_count,train_target_days,validation_target_days,test_target_days,context_days,anchor_slots,scope_energy_coverage,operational_terminal_energy_mae_kwh,operational_terminal_energy_wape,raw_valid_signature_rate,projected_valid_signature_rate,projection_mean_absolute_adjustment,aggregate_lower_curve_mae_kwh,aggregate_upper_curve_mae_kwh,aggregate_occupied_equivalent_mae,aggregate_terminal_energy_mae_kwh,aggregate_terminal_energy_wape,aggregate_flexibility_width_mae_kwh,scope_test_energy_kwh,actual_active_rate,predicted_active_rate,participation_precision,participation_recall,participation_f1,raw_aggregate_lower_curve_mae_kwh,raw_aggregate_upper_curve_mae_kwh,raw_aggregate_occupied_equivalent_mae,raw_aggregate_terminal_energy_mae_kwh,raw_aggregate_terminal_energy_wape,raw_aggregate_flexibility_width_mae_kwh,validation_weighted_mse,epochs_completed,parameter_count,runtime_seconds,seed
EV,FeasibleITransformer,matched_recurring_ev,314,427,91,92,28,32;48;64;80;84;96,0.2975478049618916,143.82546997070312,1.4899938106536865,1.0,1.0,0.0,41.552146911621094,46.6148796081543,2.0617899894714355,76.01950073242188,2.6467742919921875,6.3711676597595215,2642.384033203125,0.00792716698975353,0.06092495153697037,0.06136363636363636,0.47161572052401746,0.10859728506787329,41.552146911621094,46.6148796081543,2.0617899894714355,76.01950073242188,2.6467742919921875,6.3711676597595215,2.8345428320286454,6,14331,66.62601495799981,20260732
ChargerMatched,FeasibleITransformer,matched_recurring_ev,6,427,91,92,28,32;48;64;80;84;96,0.2975478049618916,nan,nan,1.0,1.0,0.0,14.109210014343262,15.014333724975586,0.6780229806900024,20.843076705932617,0.7256942987442017,2.2613933086395264,2642.384033203125,0.358695652173913,1.0,0.358695652173913,1.0,0.5279999999999999,14.109210014343262,15.014333724975586,0.6780229806900024,20.843076705932617,0.7256942987442017,2.2613933086395264,1.2320871769048338,6,14331,1.2535004999999728,20260732
ChargerFull,FeasibleITransformer,full_six_charger,6,427,91,92,28,32;48;64;80;84;96,1.0,31.71910285949707,0.32860150933265686,1.0,1.0,0.0,23.32927894592285,25.583106994628906,0.6325511932373047,31.71910285949707,0.32860150933265686,4.947689533233643,8880.5361328125,0.7862318840579711,1.0,0.7862318840579711,1.0,0.8803245436105477,23.32927894592285,25.583106994628906,0.6325511932373047,31.71910285949707,0.32860150933265686,4.947689533233643,1.5006133617551523,6,14331,1.2947285840000404,20260732
