date,task,model,anchor_slot,actual_lower_kwh,actual_upper_kwh,actual_occupied_equivalent,raw_predicted_lower_kwh,raw_predicted_upper_kwh,predicted_lower_kwh,predicted_upper_kwh,predicted_occupied_equivalent,seed
2023-07-01,EV,FeasibleITransformer,32,0.0,0.0,0.0,1.7193571329116821,5.8538641929626465,1.7193571329116821,5.8538641929626465,0.4145036041736603,20260732
2023-07-01,EV,FeasibleITransformer,48,0.0,0.0,0.0,14.16606616973877,42.89204788208008,14.16606616973877,42.89204788208008,2.165205717086792,20260732
2023-07-01,EV,FeasibleITransformer,64,0.0,8.269000053405762,0.6875,47.16629409790039,47.402915954589844,47.16629409790039,47.402915954589844,4.94379186630249,20260732
2023-07-01,EV,FeasibleITransformer,80,0.0,8.269000053405762,1.0,66.98831176757812,66.99623107910156,66.98831176757812,66.99623107910156,3.8366973400115967,20260732
2023-07-01,EV,FeasibleITransformer,84,1.6690000295639038,8.269000053405762,1.0,73.74269104003906,73.74269104003906,73.74269104003906,73.74269104003906,1.1552479267120361,20260732
2023-07-01,EV,FeasibleITransformer,96,8.269000053405762,8.269000053405762,0.3333333432674408,91.64137268066406,91.64137268066406,91.64137268066406,91.64137268066406,0.9347437620162964,20260732
2023-07-02,EV,FeasibleITransformer,32,0.0,0.0,0.0,1.8031238317489624,4.587050914764404,1.8031238317489624,4.587050914764404,0.4493846595287323,20260732
2023-07-02,EV,FeasibleITransformer,48,0.0,0.0,0.0,15.885110855102539,38.1428337097168,15.885110855102539,38.1428337097168,2.1915931701660156,20260732
2023-07-02,EV,FeasibleITransformer,64,0.0,0.0,0.0,43.227333068847656,43.27302932739258,43.227333068847656,43.27302932739258,4.938744068145752,20260732
2023-07-02,EV,FeasibleITransformer,80,14.317999839782715,18.149999618530273,0.6875,62.85041809082031,62.86772155761719,62.85041809082031,62.86772155761719,3.415926933288574,20260732
2023-07-02,EV,FeasibleITransformer,84,20.917999267578125,24.75,1.0,69.08610534667969,69.08610534667969,69.08610534667969,69.08610534667969,1.0752038955688477,20260732
2023-07-02,EV,FeasibleITransformer,96,25.868000030517578,25.868000030517578,0.25,86.95478820800781,86.95478820800781,86.95478820800781,86.95478820800781,0.9376943707466125,20260732
2023-07-03,EV,FeasibleITransformer,32,0.0,0.0,0.0,1.6553860902786255,3.8065185546875,1.6553860902786255,3.8065185546875,0.5040743947029114,20260732
2023-07-03,EV,FeasibleITransformer,48,0.0,8.196000099182129,0.375,24.55193519592285,47.75868225097656,24.55193519592285,47.75868225097656,3.231175422668457,20260732
2023-07-03,EV,FeasibleITransformer,64,21.006000518798828,30.029998779296875,2.0,54.710365295410156,55.41464614868164,54.710365295410156,55.41464614868164,5.475111484527588,20260732
2023-07-03,EV,FeasibleITransformer,80,41.68299865722656,41.68299865722656,1.3125,74.801513671875,74.84911346435547,74.801513671875,74.84911346435547,3.297912120819092,20260732
2023-07-03,EV,FeasibleITransformer,84,41.68299865722656,41.68299865722656,0.0,81.22818756103516,81.250244140625,81.22818756103516,81.250244140625,1.1280186176300049,20260732
2023-07-03,EV,FeasibleITransformer,96,41.68299865722656,41.68299865722656,0.0,99.6361083984375,99.6361083984375,99.6361083984375,99.6361083984375,0.9776864051818848,20260732
2023-07-04,EV,FeasibleITransformer,32,0.0,0.0,0.0,1.2220638990402222,3.509873628616333,1.2220638990402222,3.509873628616333,0.5291855931282043,20260732
2023-07-04,EV,FeasibleITransformer,48,0.0,0.0,0.0,34.94667434692383,61.99658966064453,34.94667434692383,61.99658966064453,4.25092077255249,20260732
2023-07-04,EV,FeasibleITransformer,64,0.0,0.0,0.0,67.30580139160156,69.71016693115234,67.30580139160156,69.71016693115234,5.7908782958984375,20260732
2023-07-04,EV,FeasibleITransformer,80,0.0,0.0,0.0,84.5743408203125,84.68144226074219,84.5743408203125,84.68144226074219,3.375356674194336,20260732
2023-07-04,EV,FeasibleITransformer,84,0.0,0.0,0.0,92.12395477294922,92.13687896728516,92.12395477294922,92.13687896728516,1.3566474914550781,20260732
2023-07-04,EV,FeasibleITransformer,96,0.0,0.0,0.0,110.7707748413086,110.7707748413086,110.7707748413086,110.7707748413086,0.957139790058136,20260732
2023-07-05,EV,FeasibleITransformer,32,0.0,9.899999618530273,0.1875,1.0144670009613037,4.0185041427612305,1.0144670009613037,4.0185041427612305,0.5237573981285095,20260732
2023-07-05,EV,FeasibleITransformer,48,0.0,32.875,1.875,36.95966720581055,73.48353576660156,36.95966720581055,73.48353576660156,4.734377861022949,20260732
2023-07-05,EV,FeasibleITransformer,64,36.58399963378906,46.07500076293945,2.4375,72.19229888916016,79.01871490478516,72.19229888916016,79.01871490478516,5.669628143310547,20260732
2023-07-05,EV,FeasibleITransformer,80,46.48400115966797,46.48400115966797,0.375,90.72650146484375,90.8725814819336,90.72650146484375,90.8725814819336,3.5916357040405273,20260732
