day,V0G,Perfect,Noforecast,Persistence_KNN,Statistic_KNN
2023-07-01,3976.9281838799993,2796.217660848062,4476.464511127285,3421.2347182417425,3632.359357910085
2023-07-02,3885.08666644,2646.135665975579,3501.243472896094,3026.178197700973,2927.272232450881
2023-07-03,11113.521978810002,9529.618305165935,11535.442005335437,10174.140915054271,10473.68107502223
