day,Real,V0G,Perfect,Noforecast,Persistence_KNN,Statistic_KNN
2023-07-01,750.64,750.6400000000001,750.6400000071303,750.6400000000002,750.6400000998512,750.6400000195077
2023-07-02,818.8230000000001,818.8230000000001,818.8230000000385,818.8230000001237,818.823000344501,818.8229998809386
2023-07-03,2365.2070000000003,2365.207,2365.2069995515003,2365.2069996608748,2365.2069995756688,2365.206999600558
