day,Real,V0G,Perfect,Noforecast,Persistence_KNN,Statistic_KNN
2023-07-01,750.64,750.6400000000001,750.6400000044497,750.6400018151108,754.4386366506709,733.5226929259001
2023-07-02,818.8230000000001,818.8230000000001,818.8230000048284,818.8230013796114,825.452761985749,822.4326520268003
2023-07-03,2365.2070000000003,2365.207,2365.2069999999926,2365.206976766521,2381.2496178272213,2304.5685124479364
