day,V0G,Perfect,Noforecast,Persistence_KNN,Statistic_KNN
2023-07-01,3976.9281838799993,2796.1465165352383,4473.671782956309,3481.3045787754295,4008.5926282317823
2023-07-02,3885.08666644,2646.1183401026133,3501.2554971831073,3417.5211074699973,2892.981040977447
2023-07-03,11113.521978810002,9513.574231372193,11539.335275677346,11410.343015733606,10131.917638137635
