day,method,case,forecast_sessions,forecast_energy,mpc_cost_strict,saving_strict_pct,peak_kw,strict_reconciled
2023-07-01,Noforecast,EV,0,0.0,3158.9875831776676,25.644762263751048,75.225482,True
2023-07-01,Noforecast,Charger,0,0.0,5634.932094327596,-32.633226459182,184.7999999999999,True
2023-07-01,Persistence,EV,82,774.237,3208.646255902501,24.47591233354419,86.201306,True
2023-07-01,Persistence,Charger,82,774.237,2724.051986246087,35.88213701065463,74.385031,True
