variant,case,mpc_cost,saving_pct,peak_kw
Persistence_raw,Charger,2724.051986246087,35.88213701065463,74.385031
Persistence_scaled,Charger,2913.0490920495004,31.433583680369054,81.68796900000032
Noforecast,Charger,5634.932094327596,-32.633226459182,184.7999999999999
Noforecast,EV,3158.9875831776676,25.644762263751048,75.225482
Persistence_raw,EV,3208.646255902501,24.47591233354419,86.201306
Persistence_scaled,EV,3208.7538224617715,24.47338046633153,86.203682
